xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Top_1	Top_3	Top_5	Distanz_minimal	Distanz_Durchschnitt	Kante_min
PM02922	Moses, Mosche	Moses, Mosche	Substantiv	3	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0	0.0	Wein → Wein
PM02926	Most	Most	Substantiv	1a	unvergorener, süßer Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	0	0.0	Saft → Saft
PM02989	Mozenblätter-tee	Mozenblättertee	Substantiv	-	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	0	0.0	Tee → Tee
PM03010	Mucken-fuck	Muckenfuck	Substantiv	-	Malzkaffee, Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	0	0.0	Ersatzkaffee → Ersatzkaffee
PN01389	nuckeln	nuckeln	Verb	1b	trinken	Trinken	Trinken	Trinken; Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken; Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken.Austrinken; Getränk	0	0.0	trinken → trinken
PR00102	Radetzky	Radetzky	Substantiv	-	minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Wein → Wein
PR00263	Rampfer	Rampfer	Substantiv	-	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	0	0.0	Wein → Wein
PR00383	Rappis	Rappis	Substantiv	-	saurer, schlechter Wein; Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	0	0.0	Wein → Wein
PR01691	Riesling-wein	Rieslingwein	Substantiv	-	Wein aus Riesling	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	0	0.0	Wein → Wein
PS00181	Saft	Saft	Substantiv	2b	als Getränk, Heilmittel zubereiteter Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	0	0.0	Saft → Saft
PS03439	Schlorum	Schlorum	Substantiv	1a	Kaffee; schaler, dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk	0	0.0	Kaffee → Kaffee
PS04576	schnellern	schnellern	Verb	5	einen (Schoppen, Schnaps usw.) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Austrinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Alkohol trinken → Alkohol trinken
PS05059	schöppeln	schöppeln	Verb	-	(gern und häufig) trinken	Trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Alkohol_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Alkohol_trinken; Trinken.Langsam_kleine_Mengen_trinken; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	1	1.0	trinken → schnell, große Mengen trinken
PS05980	schwächen	schwächen	Verb	2	Alkohol trinken, einen trinken, zechen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Austrinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Alkohol trinken → Alkohol trinken
PS06969	Seifen-brühe	Seifenbrühe	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	0	0.0	Wein → Wein
PS07106	Sekt	Sekt	Substantiv	-	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	0	0.0	Sekt → Sekt
PS09496	Sprutzel-wasser	Sprutzelwasser	Substantiv	-	Mineralwasser mit Kohlensäure	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Wasser → Wasser
PS09548	Spülwasser-brühe	Spülwasserbrühe	Substantiv	-	dünnes, fades Getränk	Getränk	Getränk	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	0	0.0	Getränk → Getränk
PS10654	Sternen-bier, Stern-bier	Sternenbier, Sternbier	Substantiv	-	Bier aus einem Gasthaus Zum Sternmit früherer eigener Brauerei	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	0	0.0	Bier → Bier
PU00534	Um-trunk	Umtrunk	Substantiv	-	gemeinsames Trinken in einer Runde	Trinken	Trinken	Trinken; Trinken.Schnell_große_Mengen_trinken; Getränk	Trinken; Trinken.Schnell_große_Mengen_trinken; Getränk; Trinken.Alkohol_trinken; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0	0.0	trinken → trinken
PU00917	unter-irdisch	unterirdisch	Substantiv	2	der aus Kartoffeln hergestellte Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Trinken.Alkohol_trinken; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0	0.0	Spirituose → Spirituose
PW00931	Wasser	Wasser	Substantiv	3b	mit bestimmten Zusätzen versehenes Wasser als Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk	2	2.0	Softdrink → Wasser
PW01720	Wein-geist	Weingeist	Substantiv	-	hochprozentiger Alkohol	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk	0	0.0	Spirituose → Spirituose
PZ00285	Zech-gelage	Zechgelage	Substantiv	-	Besäufnis in geselliger Runde	Trinken.Alkohol_trinken	kein_Trinken	kein_Trinken	kein_Trinken	9	9.0	
PZ01151	Zucker-wasser	Zuckerwasser	Substantiv	1a	mit Zucker und Wasser angerührtes Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	0	0.0	Softdrink → Softdrink
PZ02125	zwitschern	zwitschern	Verb	3	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken.Austrinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken.Austrinken; Trinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Alkohol trinken → Alkohol trinken
LM00280	Mehlsuffe	Mehlsuffe	Substantiv		Trank mit beigemischtem M. für die Haustiere	Getränk	kein_Trinken	kein_Trinken	kein_Trinken	9	9.0	
LR00330	Rend I	Rend	Substantiv		Runde	Getränk	Getränk	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	0	0.0	Getränk → Getränk
LS00650	Schlauder-wasser	Schlauderwasser	Substantiv		dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk	0	0.0	Kaffee → Kaffee
LB01103	Blotz-milch	Blotzmilch	Substantiv		Buttermilch, die durch Butter blotze entsteht	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
LG00339	Geischt	Geischt	Substantiv		Weingeist, Alkohol	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk	0	0.0	Spirituose → Spirituose
LK01499	Kwetsch I	Kwetsch	Substantiv	2.	Zwetschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Trinken.Alkohol_trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Trinken.Alkohol_trinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0	0.0	Spirituose → Spirituose
LM00470	Mirabell	Mirabell	Substantiv	2.	Mirabellenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Trinken.Alkohol_trinken	0	0.0	Spirituose → Spirituose
LM00677	Mupp	Mupp	Substantiv		schlechter, minderwertiger Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0	0.0	Spirituose → Spirituose
LL00565	lumpen	lumpen	Substantiv		zechen, schlemmen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Austrinken; Trinken.Langsam_kleine_Mengen_trinken	0	0.0	Alkohol trinken → Alkohol trinken
LL00146	läppsen	läppsen	Verb		nippen; essen od. trinken wie einer, dem es nicht recht schmeckt	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken; Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	Trinken; Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken; Trinken.Langsam_kleine_Mengen_trinken; Trinken.Geräuschvoll_trinken	1	1.0	langsam, kleine Mengen trinken → trinken
EP03335	Plappri, Plappkli	Plappri, Plappkli	Substantiv	2.	schwaches Getränk, insb. von Wein und Kaffee gesagt	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0	2.3333333333333335	Getränk → Getränk
ES02507	Kaffeeschlabber	Kaffeeschlabber	Substantiv		schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	0	0.0	Kaffee → Kaffee
EP04065	Briest, Briesch	Briest, Briesch	Substantiv	2.	Milch einer frischmelkenden Kuh	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
EF00900	Fusel	Fusel	Substantiv		geringer, schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0	0.0	Spirituose → Spirituose
