ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_Modell
PF02260	Verschnitt-wein	Wein, der zum Verschneiden verwendet wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Other	other
PF02878	Feuer-wasser	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PF03163	Fiez	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PF03588	Flanz	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PF03618	Flaschen-milch	in Flaschen an den Verbraucher gelieferte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PF03625	Flaschen-wein	Flaschenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PF04256	Voll-milch	Vollmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PF04532	Vor-lauf	der beim Brennen zuerst ausfließende, sehr starke und ungenießbare Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Other	other
PF05096	Frei-bier	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PF05493	Frühjahrs-tee	Tee von den im Frühling blühenden Blumen und Kräutern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PF05503	Früh-messe	Frühschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Other	other
PF05529	Fuchs	rötlicher Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PF05806	Fusel	schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PF05806	Fusel	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG00215	Gamaschen-wasser	Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PG00294	Gänsefüßer-wein	Wein aus Gänsefüßertrauben hergestellt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG00355	Gänse-wein	Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PG00486	Gartenhäusel-trauben	wilder Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG00743	Gauls-, Gäuls-milch	Stutenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PG00886	Gebirgs-wein	Gebirgswein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG00935	Ge-bruttel	Kaffeegetränk, in dem Rückstände schwimmen	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PG01375	Geißen-milch, Geiß-milch	Ziegenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PG01528	Ge-lapper	Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PG01529	Ge-läpper	häufiges Trinken	Trinken.Häufig_lange_trinken	Trinken	Trinken
PG01943	Ge-plämpels	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG02180	Gersten-brühe	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PG02187	Gersten-kaffee	Kaffeeersatz aus gerösteten Gerstenkörnern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Other	other
PG02499	Gesinde-wein, Gesind-wein	minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG02505	Ge-söff, -söffs, Ge-süff, -süffs	schlechtes, minderwertiges Getränk	Getränk	Trinken	Trinken
PG02505	Ge-söff, -söffs, Ge-süff, -süffs	Getränk	Getränk	Trinken	Trinken
PG02609	Gesundheits-tee	Tee von Heilkräutern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PG02634	Ge-tränk	Getränk für den Menschen	Getränk	Trinken	Trinken
PG02934	Gichtrosen-wein	Wein aus Gichtrosen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG03154	Glas	Inhalt des Trinkglases	Getränk	Other	other
PG03529	Gocko	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PG03653	Gori	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PG03653	Gori	geringer Wein, gärender Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG04443	Grundbirnen-branntwein, Grundbirn-branntwein	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PG04446	Grundbirnen-bumpes, Grundbirn-bumpes	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PG04457	Grundbirnen-fusel, Grundbirn-fusel	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PG04532	Grundbirnen-schnaps, Grundbirn-schnaps	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PG04644	Grün-kopf	Flaschenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG04677	Gruscheln-wein, Gruschel-wein	Stachelbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG04698	Grusselbeeren-wein, Grusselbeer-wein	Stachelbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG04745	Gückes	Branntwein, Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PG04745	Gückes	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PG04783	Gullianer	minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH00238	Häfelchens-wein	geringerer Wein, der im irdenen Milchtopf aus dem Keller geholt wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH00710	Halsrosen-tee	Tee aus der Halsrose	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PH00784	Hammels-milch, Hammel-milch	Schafsmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PH00898	Händel-stifter	starker Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH01153	Hannes-setz-dich	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH01178	Hansel, Hänsel	schales Bier, Tropfbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PH01730	Haupt-wein	Qualitätswein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH01743	Haus-blume	geringer Wein für den täglichen Hausgebrauch	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH01768	Hausfriedens-bruch	geringer Wein für den täglichen Hausgebrauch	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH01833	Haus-mops	Wein minderer Qualität für den Hausgebrauch	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH01844	Haus-rebe	Spalierwein am Haus	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Other	other
PH01887	Haus-trunk, -trank	geringer Wein für den täglichen Hausgebrauch	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH02010	Heckenbeeren-tee	Brombeerentee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PH02173	Heidelbeeren-saft, Heidelbeer-saft	Heidelbeerensaft, Heidelbeersaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PH02174	Heidelbeeren-schnaps, Heidelbeer-schnaps	aus Heidelbeeren gebrannter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PH02180	Heidelbeeren-wein, Heidelbeer-wein	Heidelbeerenwein, Heidelbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH03353	Herrgotts-wein, Herrgott-wein	Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PH03873	Herum-trunk	Umtrunk	Trinken	Trinken	Trinken
PH04398	Hick-auf	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH04458	Himbeeren-saft, Himbeer-saft	Saft aus Himbeeren	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PH04462	Himbeeren-wasser, Himbeer-wasser	mit Himbeerensaft gesüßtes Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
PH04463	Himbeeren-wein, Himbeer-wein	Wein aus Himbeeren oder Brombeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH04545	Himmels-wein	himmlischer Wein (im Kinderspiel)	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH05861	Hochzeits-wein, Hochzeit-wein	Wein für das Hochzeitsfest	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH05992	Hohen-astheimer	Apfel- oder Birnenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH05992	Hohen-astheimer	gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH06079	Holderbeeren-wein	Wein aus Holunderbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH06081	Holderblüten-tee, Holunderblüten-	Tee aus Holunderblüten	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PH06092	Holder-saft	Saft aus Holunderbeeren	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PH06176	Holzapfel-brühe	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH06407	Honig-likör	Likör, mit Honig gesüßt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PH06408	Honig-limonade	mit Honig gesüßte Limonade	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
PH06423	Honig-schnaps	mit Honig gesüßter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PH06433	Honig-wasser	mit Honig gesüßtes Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
PH06435	Honig-wein	Perlwein aus Wasser, Honig und Hefe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Trinken	Trinken
PH07546	Husaren-kaffee	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PH07666	Hutzel-brühe	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PH07666	Hutzel-brühe	süßer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PH07684	Hypotheken-tilger	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PI00290	Item-wein	Wein, der bei der Versteigerung von Grundstücken ausgegeben wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PJ00026	Jagd-fäßchen	kleines Fäßchen mit Wein, das man auf die Jagd mitnimmt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Other	other
PJ00101	Jakob	Apfelwein minderer Sorte, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PJ00111	Jakob-setz-dich	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PJ00156	Jankes	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PJ00223	Jekuff	Umtrunk, das sich Zutrinken	Trinken	Trinken	Trinken
PJ00310	Johannisbeer-wein	Wein aus Johannisbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PJ00352	Johannistrauben-saft	Saft aus Johannisbeeren	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PJ00355	Johannistrauben-wasser	Wasser mit Johannisbeerensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
PJ00356	Johannistrauben-wein	Johannisbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PJ00363	Johann-Jakob	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PJ00371	Johann-Peter	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PJ00385	Joli	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PJ00569	Jungfern-wein, Jungfer-wein	der aus den ersten Trauben eines neuangelegten Wingerts gewonnene Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK00043	Kaffee	Getränk aus Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PK00043	Kaffee	Nachmittagskaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PK00043	Kaffee	Kaffee-Ersatz verschiedener Art	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PK00052	Kaffee-brühe	dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PK00053	Kaffee-bruttel	Kaffeebrühe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PK00062	Kaffee-geschlapper	das Kaffeetrinken	Trinken	Trinken	Trinken
PK00066	Kaffee-hunger	großes Verlangen nach Kaffee	Durst	Trinken	Trinken
PK00080	Kaffee-milch	Milch für den Kaffee	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PK00105	Kaffee-trinken	Nachmittagskaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Trinken	Trinken	Trinken
PK00181	Kakao	Kakao	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao	Trinken	Trinken
PK00187	Kälbchens-käse	erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PK00762	Karst	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK00763	Karst-anis	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK00764	Karst-ausgemachter	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK00772	Karsten-wasser, Karst-wasser	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Other	other
PK01068	Kathreiner-brühe	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PK01779	Kikerikik, Kikeres, Kikeriki, Kikeres	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK01996	Kippen	Rest im Bierglas	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Other	other
PK02086	Kirbe-wein	saurer, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK02235	Kirsch	Kirschbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK02277	Kirschen-saft, Kirsch-saft	Saft aus Kirschen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PK02278	Kirschen-schnaps, Kirsch-schnaps	Branntwein aus Kirschen und Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK02285	Kirschen-wasser, Kirsch-wasser	Branntwein aus Kirschen und Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK02535	Klecks	ein Glas Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK02772	Klicker-wasser	Selterswasser in Flaschen mit Glaskugelverschluß	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PK03365	Knorbel, Knurbel, Knürbel	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK03477	Knupper, Knuppert	ein Glas Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK03783	Koloster	erste Milch einer Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PK03784	Kolostral-milch	erste Milch einer Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PK03840	Kommunist	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK03926	Konrad-setz-dich	Haustrunk, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK04157	Korn-branntwein	Branntwein aus Roggen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK04184	Korn-kaffee	aus geröstetem Roggen zubereitetes kaffeeartiges Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PK04205	Korn-schnaps	Branntwein aus Roggen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK04245	Koscher-most	aus dem elterlichen Keller von den Söhnen heimlich verkaufter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Other	other
PK04340	Krabbel-an-der-Wand	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK04344	Krabbeler	Wein, der leicht trunken macht	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK04477	Krambambel	Schnaps der Marke 'Krambambuli'	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK04481	Krambutsch	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK04633	Kratzer, Krätzer	geringer, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK04694	Kräuter-tee	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PK04742	Kraut-tee	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PK05631	Kuh-milch, Küh-	Kuhmilch, Kühmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PK05774	Kümmel	Schnaps, gewürzt mit Kümmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK05784	Kümmel-schnaps	Schnaps, gewürzt mit Kümmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK05881	Kunst-wein	gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PK05982	Kurzer	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PK06040	Kutscher	geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL00084	Lackel-tackel	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL00095	Lacks-brühe, Lackels-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL00159	Lagageri	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL00160	Lage	eine Runde Bier, Wein usw.	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PL00169	Lager-bier	Lagerbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PL00178	Lager-wein	Wein, der im Faß gelagert wird, zum Lagern geeigneter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL00379	Land-wein	Landwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL00514	Lappel-brühe	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL00515	Läpplerei	das Trinken in kleinen Schlucken	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PL00564	Lari	Verwässertes (z.B. Kaffee, Wein, Suppe)	Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PL00750	Lauer, Läuer	Wein, der aus den mit Wasser eingeweichten Preßrückständengewonnen wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL00754	Läuer-brühe	Tresterwein, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL00755	Läuerer	Tresterwein, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL00808	Laugens-brühe, Laugs-brühe	fades, schlechtes Getränk, bes. von Kaffee oder Wein	Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PL00911	Lauter-wasser	Kaiserslauterer Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PL01170	Lehnen-wein, Lehn-wein	Wein einer Hanglage	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL01433	Leimen-brühe, Leim-brühe	noch nicht ausgegorener, trüber Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PL01924	likör	likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PL01943	Limonade	Limonade	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
PL02060	Lo-bier	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PL02297	Lot-bier	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PL02673	Lutter	Zwetschgen- oder Birnenschnaps, der zum zweitenmal gebrannt wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PM00006	Mach-bach	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PM00007	Mach-buck	geringer Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PM00112	Magdalenen-brühe	aufgewärmter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PM00112	Magdalenen-brühe	von einem Trinker als schwach bezeichneter Whisky	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PM00114	Magdalenen-wasser	aufgewärmter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PM00141	Magen-bitter	Magenbitter	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Other	other
PM00171	Mager-milch	entrahmte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PM00457	Malz-kaffee	Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PM00569	Männer-milch	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PM00867	Märzen-bier, März-bier	im März gebrautes Lagerbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PM01010	Matte	Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PM01211	Maurers-likör, Maurer-likör	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PM01216	Maurers-schnaps, Maurer-schnaps	minderwertiger Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PM01361	Meer-rettich	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
