xml:id	Lemma	Wortart	Level	Definition	Konzept	Konzept_gemappt	Distanz_minimal	Distanz_Durchschnitt	Kante_min
PK00501	Kanonen-zopf	Substantiv	-	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00510	Kantine	Substantiv	-	Kantine	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00513	Kantinen-wirt	Substantiv	-	Kantinenwirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK00557	Kappe	Substantiv	2a'h	Schaumschicht auf dem Bier	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01047	Kater	Substantiv	2e	Katzenjammer nach übermäßigem Alkoholgenuß	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01135	Katzen-jammer	Substantiv	1a	unangenehme Nachwehen eines Rausches	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01435	Keller-balken	Substantiv	-	Kellnerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01460	Keller-mäden, -mädchen, -mädel	Substantiv	-	Kellnerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01462	Keller-mensch	Substantiv	-	Kellnerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01493	Kellner, Kellnerin, Kellerin	Substantiv	-	Kellner, Kellnerin, Kellerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01495	Kellner-frack	Substantiv	2	Kellner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01496	Kellner-mädel	Substantiv	-	Kellnerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK01497	kellnern	Verb	-	als Kellner arbeiten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02301	Kiste	Substantiv	2b'g	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02881	Kloster-hof	Substantiv	2	Name einer Gastwirtschaft in FR-Hertlhs	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02979	knäll	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK02983	Knall-bude	Substantiv	-	schlechtes Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK03012	Knall-wirtschaft	Substantiv	-	verrufene Gastwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK03150	Kneipe	Substantiv	1	kleines, minderes Wirtshaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK03365	Knorbel, Knurbel, Knürbel	Substantiv	4b	betrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK03538	Kober	Substantiv	-	Wirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04261	Kost-haus	Substantiv	-	Haus, in dem man beköstigt wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04361	Kräch, Kräche, Krächen	Substantiv	2	leichter Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04414	Kraft	Substantiv	2b'b	von der belebenden Wirkung des Alkohols	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK04420	kräftig	Adjektiv	3b	viel Alkohol enthaltend (von Wein, Bier)	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	9	9.0	
PK04922	Kreuz-wirt	Substantiv	-	"Wirt einer Gastwirtschaft ""Zum Kreuz"" (an einer Straßenkreuzung)"	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05119	Krone	Substantiv	1a'g	"Wirtschaft, auch Gasthaus ""zur Krone"""	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05124	Kronen-wirt, Kronich-	Substantiv	-	"Wirt eines Gasthauses ""Zur Krone"""	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05237	krotten-voll	Adjektiv	-	völlig betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05387	Kübel-süffer	Substantiv	2	starker Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05666	Kuh-schluck, Küh-	Substantiv	-	sehr großer Schluck	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PK05667	Kuh-schlurpser, Küh-	Substantiv	-	sehr großer Schluck	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00075	Lack	Substantiv	1.3	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00077	lack	Adjektiv	1	abgestanden, schal, lau (von Getränken)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00335	Land-lord	Substantiv	-	Wirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00528	Läpperer	Substantiv	-	(heimlicher) Trinker, Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00588	läßig	Adjektiv		gezapft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL00610	lateinisch	Adjektiv	2	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01276	Leib-wirtschaft	Substantiv	-	Stammlokal	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01544	Leiter	Substantiv	1.2b	Zeche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01729	leuchten	Verb	1c'b	von der Trinkernase	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL01949	Linde	Substantiv	2	Name von Gasthäusern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02185	Lokal	Substantiv	2	Gastwirtschaft, Herberge	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02195	Lo-pfiffer	Substantiv	-	nicht zahlender Zechgenosse	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02355	Löwe	Substantiv	3a	Name von Gasthäusern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02375	Luck	Substantiv	-	Spelunke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02496	Lukas	Substantiv	5	Humpen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02514	Lump	Substantiv	1b	Trunkenbold, Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02572	Lumpen-wirtschaft	Substantiv	1	schlechtes Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02577	Lumpes	Substantiv	1c	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02648	Lust, Lusten	Substantiv	2	Gartenwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PL02674	luttern	Verb	-	den Zwetschgen- oder Birnenschnaps zum zweitenmal brennen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM00060	Madamen-schlücke	Substantiv	-	kleine Schlucke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM01938	Milch-schokolade	Substantiv	-	Milchschokolade	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM01949	Milch-süffer	Substantiv	1	wer viel Milch trinkt	kein_Trinken	Trinken	9	9.0	
PM02544	mole	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM02771	Mords-affe	Substantiv	-	schwerer Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PM02812	Mords-rausch	Substantiv	-	großer Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00257	Nacht-licht	Substantiv	2b'a	wer bis in die späte Nacht im Wirtshaus sitzt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00634	Nasen-schild, Nas-schild	Substantiv	-	in die Straße ragendes Wirtshausschild	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00670	Naß-kittel	Substantiv	1	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00728	Nebel	Substantiv	3b	Zustand des Betrunkenseins	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PN00816	Neben-zimmer	Substantiv	-	Gaststättennebenraum für Gesellschaften an Kirchweih, Festen; Herrenzimmer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00042	Ober	Substantiv	1	Oberkellner, Kellner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00098	Ober-kellner	Substantiv	-	Oberkellner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00250	Ochse	Substantiv	3a	"Name von Gasthäusern ""Zum Ochsen"""	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00320	Ochsen-wirt	Substantiv	-	Wirt einer Gastwirtschaft Zum Ochsen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00401	Offiziers-borte	Substantiv	-	hohe Schaumkrone auf dem Bier	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PO00695	Ores	Substantiv	-	Schnaps	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	9	9.0	
PQ00129	Quartal-säufer, -süffer	Substantiv	-	wer sich in periodischen Abständen betrinkt	kein_Trinken	Trinken.Alkohol_trinken	9	9.0	
PQ00266	Quetsche	Substantiv	1.2a'a	blaue Nase (des Trinkers)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PQ00279	Quetschen-faß	Substantiv	-	Faß zur Schnapsbereitung aus Zwetschgenfallobst	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR00440	Rasier-schaum	Substantiv	-	Sahne auf dem Kaffee	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR00719	Rausch	Substantiv	1	durch den Genuß von zuviel Alkohol eintretende Bewußtseinsverwirrung	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR00728	rauschig	Adjektiv	2	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR00942	regalieren	Verb	1	bewirten, freihalten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01118	Reiber	Substantiv	2c	Faßhahn; kleiner Holzhahn am Faß zum Abfüllen des Weins in Gläser	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01163	Reif	Substantiv		ausgehängter Faßreifen als Wirtshauszeichen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01326	Reitel	Substantiv	2b	Tafelauf die der Wirt Zechschulden notiert	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01356	Reit-haken	Substantiv	2	Weinglas	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01401	Remischen	Substantiv	-	kleines Weinglas	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01402	Remischen-stecher	Substantiv	-	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01472	Restaurant	Substantiv	-	Restaurant	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01473	Restauration	Substantiv	-	Restaurant	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR01570	Ribo	Substantiv	-	Zechtour	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR02123	Römer	Substantiv	2b	grünes Weinglas	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PR02903	rußig	Adjektiv	2	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00044	Säbel, Sabel	Substantiv	4	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00123	Säckert	Substantiv	2	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00157	Sack-süffer	Substantiv	-	kleines flaches Schnapsfläschchen für die Tasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00652	Sares	Substantiv		Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00721	Satz	Substantiv	2b	Bodensatz in Getränken, bes. Kaffee	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00891	Sauf-aus	Substantiv	-	Zechbruder, Säufer, Saufbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00892	Sauf-bruder	Substantiv	-	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00906	Säufer	Substantiv	-	Trinker, Alkoholiker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00909	Säufer-wahn	Substantiv	-	Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00910	Säufer-wahnsinn	Substantiv	-	Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00915	Sauf-gesellschaft	Substantiv	-	(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00916	Sauf-gichtern	Substantiv	x	Delirium	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00922	Sauf-kollege	Substantiv	-	Zechkumpan	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00923	Sauf-kompanie	Substantiv	-	(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00924	Sauf-kopf	Substantiv	-	wer gern Alkohol trinkt	kein_Trinken	Trinken	9	9.0	
PS00924	Sauf-kumpan	Substantiv	-	Zechkumpan	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00925	Sauf-lappen	Substantiv	-	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00928	Sauf-liste	Substantiv	-	Liste der ortsbekannten Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00929	Sauf-loch	Substantiv	-	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00930	Sauf-lottel	Substantiv	x	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00931	Sauf-nase	Substantiv	2	Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00932	Sauf-naupen	Substantiv	x	Saufgelüste	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00934	Sauf-partie	Substantiv	-	Zechgelage	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00942	Sauf-schulden	Substantiv	-	Schulden infolge übermäßigen Saufens	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS00943	Sauf-teufel	Substantiv	-	Personifizierung des Alkoholismus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01122	Sau-rausch	Substantiv	-	großer Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01169	Sauser	Substantiv	3	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
PS01303	Schächer	Substantiv	2a	Gastwirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01498	Schafs-wirt, Schaf-wirt	Substantiv	-	Besitzer der Gastwirtschaft 'Zum Schaf'	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01689	Schank	Substantiv	2	Ausschank (von Getränken)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01692	Schank-bursche	Substantiv	-	Gehilfe beim Ausschank	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01697	Schank-haus	Substantiv		Gastwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01699	Schank-recht	Substantiv	-	Schankrecht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01701	Schank-stube	Substantiv	-	Stube der Gastwirtschaft, in der ausgeschenkt wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01702	Schank-tisch	Substantiv	-	Tisch in der Gastwirtschaft, an dem ausgeschenkt wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01704	Schank-wirt	Substantiv	-	Wirt, der ausschenkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01843	Schaskeler	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01846	Schaskener	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS01883	Schaub	Substantiv		brennender Strohwisch als Zeichen des Schankrechts	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02117	Schenk-bursche	Substantiv	-	Aushelfer in Gaststätten zur Kirchweihzeit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02118	Schenke	Substantiv	1a	Schankwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02118	Schenke	Substantiv	1b	Schanktisch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02122	schenken	Verb	3	Getränke ausschenken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02126	Schenk-kellner	Substantiv	-	Kellner, der ausschenkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02127	Schenk-Mädchen	Substantiv	-	Aushelferin in Gaststätten zur Kirchweihzeit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02128	Schenk-wirt	Substantiv	-	wer in einer Schenke ausschenkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02273	schicker	Adjektiv	1	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02275	Schicker	Substantiv	2	Schwips, Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02429	Schikores	Substantiv	-	Trunkenheit, Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02430	schikorum	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02437	Schild-gerechtigkeit	Substantiv		Konzession für die Eröffnung einer Gastwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02441	Schild-wirt	Substantiv	-	zum Dauerausschank gekaufter Weine berechtigter Wirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02768	Schläger, Schlager	Substantiv	3	Alkoholrausch, Alkoholexzeß	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS02791	Schlag-seite	Substantiv	-	wie schd»Schlag-seite	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS03077	Schleh-büchse	Substantiv	2a	Bierfäßchen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS03518	Schluck	Substantiv	1	Menge, die auf einmal geschluckt wird; der einmalige Schluckvorgang	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS03531	Schluck-specht	Substantiv	-	wer gerne und viel trinkt	kein_Trinken	Trinken	9	9.0	
PS03532	schluck-weise	Adverb	-	schluckweise	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS03990	schmorig	Adjektiv	1	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04244	Schnaps-ausschank	Substantiv	-	Schankrecht für Spirituosen im Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04250	Schnaps-bude	Substantiv	-	anspruchsloses, vorwiegend zum Trinken besuchtes Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04251	Schnaps-butelle	Substantiv	-	Schnapsflasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04252	Schnaps-butik	Substantiv	-	Gastwirtschaft mit bescheidenen Ansprüchen, Branntweinschenke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04256	Schnapser	Substantiv	1	wer gerne und oft Schnaps trinkt	kein_Trinken	Trinken	9	9.0	
PS04258	Schnaps-fahne	Substantiv	-	nach Schnaps riechender Atem	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04260	Schnaps-flasche	Substantiv	-	Glasflasche für Branntwein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04276	Schnaps-kneipe	Substantiv	-	Gasthaus, das vorwiegend zum Zweck des Trinkens besucht wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04279	Schnaps-kram	Substantiv	-	Schnapsausschank	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04281	Schnaps-laden	Substantiv	-	Branntweinausschank, meist mit Kramladen verbunden	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04283	Schnaps-nase	Substantiv	1a	blaurot verfärbte, aufgedunsene Nase eines Gewohnheitstrinkers	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04286	Schnaps-rausch	Substantiv	-	durch Genuß von zuviel Schnaps eintretende Bewußtseinsverwirrung	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04288	Schnaps-saufen	Substantiv	-	übermäßiger Genuß von Schnaps	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04290	Schnaps-teufel	Substantiv	-	Personifizierung des Alkoholismus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04293	Schnaps-vergiftung	Substantiv	-	schwere Vergiftung durch übermäßigen Genuß von Branntwein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS04295	Schnaps-wirtschaft	Substantiv	-	Gasthaus mit Schnapsausschank	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05058	Schöppeler	Substantiv	-	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05069	Schoppen-pitscher	Substantiv	-	wer gerne einen Schoppen Wein trinkt	kein_Trinken	Trinken	9	9.0	
PS05070	Schoppen-schlücker	Substantiv	-	wer gerne einen Schoppen trinkt, Säufer	kein_Trinken	Trinken	9	9.0	
PS05071	Schoppen-stecher	Substantiv	-	wer gerne einen Schoppen trinkt, Säufer	kein_Trinken	Trinken	9	9.0	
PS05075	Schöppler	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05208	schräg, schrägs	Adjektiv	2	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS05507	schucker	Substantiv	1	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06081	Schwan	Substantiv	2	Name von Gasthäusern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06097	Schwanen-wirt, -wirtin	Substantiv	-	"Wirt, Wirtin eines Gasthauses ""Zum Schwanen"""	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06109	schwanken	Verb	1b	sich schwankend fortbewegen, taumelnd gehen (bes. von Betrunkenen)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06119	Schwänzel-bübchen	Substantiv	-	Kellner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06191	schwarz	Adjektiv	2c'b	betrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06206	Schwarz-brenner	Substantiv	-	wer unerlaubt Schnaps brennt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06285	Schwätz-wasser	Substantiv	-	Schwätzwasser haben = betrunken, angetrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06297	Schwede	Substantiv	2	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06623	Schwips	Substantiv	-	leichter Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06625	schwipsig	Adjektiv	-	angeheitert, leicht betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS06628	Schwitte	Substantiv	3	kleines Glas Wein, Viertelchen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07146	selig	Adjektiv	2b	angeheitert, betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07297	servieren	Verb	1	Essen, Getränke auftragen, auftischen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07298	Servier-frau, -fräulein	Substantiv	-	Kellnerin, Bedienung im Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07299	Servier-Mädchen	Substantiv	-	Mädchen, das serviert	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07301	Servier-spritze	Substantiv	-	Kellnerin, Bedienung im Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS07972	Sonne	Substantiv	4	Name von Gasthäusern	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08616	Speise-karte	Substantiv	-	Speisekarte	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08618	Speise-kellner	Substantiv	-	Kellner, der Speisen aufträgt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08672	Spelunke	Substantiv	1	anspruchsloses, verkommenes, übelbeleumundetes Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PS08876	Spiel-zettel	Substantiv	-	einen Spielzettel haben = betrunken sein	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
