xml:id	Lemma	Wortart	Level	Definition	Konzept	Stringabgleich	ModernGBERT	Llama3.3:70b
PD03327	tot-saufen	Verb	1	sich durch übermäßigen Alkoholgenuß den Tod zuziehen	kein_Trinken	1/1	1/1	1/1
PD03331	tot-schaskenen	Verb	-	totsaufen	kein_Trinken	1/1	1/1	0/1
PD03378	tot-trinken	Verb	-	totsaufen	kein_Trinken	1/1	1/1	0/1
PD03425	Drachen-töter	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	0/1
PD03426	Tracht	Substantiv	3d	Alkoholmenge, die zur Trunkenheit führt	kein_Trinken	1/1	1/1	1/1
PD03461	Traget, Tragets	Substantiv	1.2b	große Menge getrunkenen Alkohols	kein_Trinken	1/1	1/1	1/1
PD03493	Trag-schelle	Substantiv	-	Ring am Geschirr der Zugtiere, durch den der Strang oder die Lanne geht	kein_Trinken	1/1	1/1	1/1
PD03538	Traktier	Substantiv	x	kleine Speisegaststätte	kein_Trinken	1/1	1/1	1/1
PD03547	Tralla	Substantiv	-	Delirium	kein_Trinken	1/1	1/1	1/1
PD03553	Tram	Substantiv	+x	Längsbalken im Dachstuhl	kein_Trinken	1/1	1/1	1/1
PD03558	Traminer-gesicht	Substantiv	-	vom Weingenuß gerötetes Gesicht	kein_Trinken	1/1	1/1	1/1
PD03596	Trank	Substantiv	1	Getränk	Getränk	1/1	1/1	1/1
PD03599	tränken	Verb	1c	trinken	Trinken.Alkohol_trinken	0/1	0/1	0/1
PD03653	trappen	Verb	'2.1	schwer und laut auftreten	kein_Trinken	1/1	1/1	1/1
PD03746	Trauben-most	Substantiv	-	Traubenmost	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	1/1	1/1	0/1
PD03753	Trauben-puff	Substantiv	-	Wein minderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD03764	Trauben-wein	Substantiv	-	Wein aus Traubenbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD03812	Trauf, Träuf, Traufe, Träufe	Substantiv	1b	aus der Dachrinne abfließendes Regenwasser	kein_Trinken	1/1	0/1	1/1
PD03870	Treber-most	Substantiv		Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PD03871	Treber-wein	Substantiv		aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD03900	Dreck-butik	Substantiv	-	unsaubere Gastwirtschaft	kein_Trinken	1/1	1/1	1/1
PD03964	Dreck-milch	Substantiv	-	die erste, dicke Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	1/1
PD04036	Dreck-wirtschaft	Substantiv	-	unsaubere Gastwirtschaft	kein_Trinken	1/1	1/1	1/1
PD04129	drei-drähtig	Adjektiv	2	von sehr starkem Bohnenkaffee	kein_Trinken	0/1	0/1	1/1
PD04166	Drei-läufer	Substantiv	2	kleiner Rausch, Dreiviertelrausch	kein_Trinken	1/1	1/1	1/1
PD04171	Drei-männer	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD04173	Dreimänner-wein	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD04200	Treitschel	Substantiv	-	Schaukel	kein_Trinken	1/1	1/1	1/1
PD04224	Tremens	Substantiv	-	Alkoholrausch	kein_Trinken	1/1	1/1	1/1
PD04225	Tremens-delirium	Substantiv	-	Säuferwahn	kein_Trinken	1/1	1/1	1/1
PD04254	Drescher	Substantiv	1b	Dreschwagen, Dreschmaschine	kein_Trinken	1/1	1/1	1/1
PD04291	Trester-most	Substantiv	-	Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PD04295	Trester-schnaps	Substantiv	-	aus Weintrestern gebrannter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PD04296	Trester-wasser	Substantiv	-	aus TraubenrückständenZucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD04404	Driller-loch	Substantiv	-	tiefe Stelle im Bach, über der das Wasser drehende Bewegungen zeigt	kein_Trinken	1/1	1/1	1/1
PD04412	Drilles	Substantiv	1	was sich um seine Achse im Kreise dreht	kein_Trinken	1/1	1/1	1/1
PD04431	Trink	Substantiv		Trunk	Getränk	1/1	1/1	0/1
PD04433	Trink-branntwein	Substantiv	-	Branntwein zum Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PD04435	trinken	Verb	1a	Flüssigkeit zu sich nehmen	Trinken	1/1	1/1	1/1
PD04435	trinken	Verb	1b	regelmäßig und zuviel Alkohol trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	0/2	1/2	1/2
PD04436	Trinkens, Trinken	Substantiv	2a	Getränk für Menschen	Getränk	1/1	1/1	1/1
PD04437	Trinker	Substantiv	-	Trinker	kein_Trinken	1/1	1/1	1/1
PD04438	trink-fest	Adjektiv	-	trinkfest	kein_Trinken	1/1	1/1	1/1
PD04443	Trink-stieben	Substantiv	-	heftiger Durst	Durst	1/1	1/1	1/1
PD04444	Trink-stube	Substantiv	1	Lokal, in dem man Getränke zu sich nimmt	kein_Trinken	0/1	1/1	1/1
PD04444	Trink-stube	Substantiv	2	Stube neben dem Tanzsaal, in der getrunken wird	kein_Trinken	0/1	1/1	1/1
PD04445	Trink-wasser	Substantiv	-	Trinkwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	1/1	1/1	1/1
PD04446	Trink-wein	Substantiv	-	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD04447	Trink-zimmer	Substantiv	-	Stube neben dem Tanzsaal, in der getrunken wird	kein_Trinken	0/1	1/1	1/1
PD04489	Drittel	Substantiv	-	Drittel	kein_Trinken	1/1	1/1	1/1
PD04505	drittig	Adjektiv	+	verlängerte Form zu dritt	kein_Trinken	1/1	1/1	1/1
PD04509	Trittling	Substantiv	2	Stiefel	kein_Trinken	1/1	1/1	1/1
PD04512	Triumph-bock	Substantiv	-	Biersorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0/1	0/1	1/1
PD04553	Drohnen-brut	Substantiv	1	Brut, aus der nur Drohnen hervorgehen	kein_Trinken	1/1	1/1	1/1
PD04559	Drohnen-zelle	Substantiv	-	Zelle, in der eine Drohne ausgebrütet wird	kein_Trinken	1/1	1/1	1/1
PD04576	Troll-schoppen	Substantiv	-	letzter Schoppen, der vor dem Nachhausegehen im Stehengetrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0/1	1/1	0/1
PD04611	Tropfs-bier	Substantiv	-	Bier, das nach dem Einschenken vom Hahn abtropft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	1/1	1/1	1/1
PD04612	Tropfs-blech	Substantiv	-	kleine Brenke, in die das Tropfbier vom Hahn hineintropft	kein_Trinken	1/1	1/1	1/1
PD04669	Trub, Trube	Substantiv	1	trüber Rückstand von Flüssigkeiten, bes. dergetrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	0/1
PD04688	Trub-wein	Substantiv	-	der durch die Hefe getrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD04691	Druck	Substantiv	3	durch Keltern gewonnener Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	0/1	1/1	0/1
PD04713	Drücker	Substantiv	1c	ausgepreßter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	1/1	0/1	0/1
PD04718	Drücker-wein	Substantiv	-	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PD04744	Trudel	Substantiv	3.1a	Bodensatz einer Flüssigkeit, bes. des Kaffees, des Weins	kein_Trinken	0/1	1/1	1/1
PD04751	trudeln	Verb	2.2	trinken	Trinken.Alkohol_trinken	1/1	0/1	0/1
PD04804	Trunk	Substantiv	1	was man auf einmal trinkt	Getränk	1/1	1/1	0/1
PD04804	Trunk	Substantiv	2	Getränk	Getränk	1/1	0/1	1/1
PD04804	Trunk	Substantiv	3	Trunksucht	kein_Trinken	0/1	1/1	1/1
PD04805	trunken	Adjektiv	1a	betrunken	kein_Trinken	1/1	1/1	1/1
PD04807	Trunken-bold	Substantiv	-	Trunkenbold	kein_Trinken	1/1	1/1	1/1
PD04808	Trunk-walter	Substantiv	x	Trunkenbold	kein_Trinken	1/1	1/1	1/1
PD04809	Trunk-wein	Substantiv	x	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD04832	Druschelbeeren-wein	Substantiv	-	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD04844	Druschel-schnaps	Substantiv	-	Schnaps aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PD04846	Druschel-wein	Substantiv	-	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD04933	Tuch-rock	Substantiv	-	Tuchrock	kein_Trinken	1/1	1/1	1/1
PD04968	dudeln	Verb	2	(Alkohol) trinken	Trinken.Alkohol_trinken	0/1	1/1	1/1
PD04986	Duft	Substantiv	2	Alkoholrausch	kein_Trinken	1/1	1/1	1/1
PD05009	dulfen	Verb	2c	übermäßig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	0/2	1/2	1/2
PD05026	Dullianer	Substantiv	-	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PD05027	Dullianer-brühe	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PD05031	tulpen	Verb	-	(Alkohol) trinken	Trinken.Alkohol_trinken	0/1	1/1	1/1
PD05046	Tummel	Substantiv		Rausch	kein_Trinken	1/1	1/1	1/1
PD05049	Tümmeler	Substantiv	-	Rausch	kein_Trinken	1/1	1/1	1/1
PD05138	Dunkel-delle	Substantiv	-	Flurname	kein_Trinken	1/1	1/1	1/1
PD05140	dunkel-grau	Adjektiv	-	dunkelgrau	kein_Trinken	1/1	1/1	1/1
PD05184	Dunst	Substantiv	1.1b'b	Atem, der nach Alkohol riecht	kein_Trinken	1/1	1/1	1/1
PD05200	Tüpfchens-kor	Substantiv	-	Gesindel	kein_Trinken	1/1	1/1	1/1
PD05219	Tüpfen	Substantiv	2	Gefäß zum Trinken	kein_Trinken	1/1	1/1	1/1
PD05220	Tüpfen-boden	Substantiv	-	Topfboden	kein_Trinken	1/1	1/1	1/1
PD05252	Düppes	Substantiv	-	kleiner Rausch	kein_Trinken	1/1	1/1	1/1
PD05256	Tur	Substantiv	3a	Saufperiode	kein_Trinken	1/1	1/1	1/1
PD05366	durch-hacken	Verb	1a	entzweihacken (ein Stück Holz, ein Stück Fleisch)	kein_Trinken	1/1	1/1	1/1
PD05457	durch-saufen	Verb	-	einen Zeitraum hindurch unmäßig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	0/2	1/2	1/2
PD05469	durch-schlagen	Verb	1b	eine Mauer durchbrechen	kein_Trinken	1/1	1/1	1/1
PD05551	durch-zechen	Verb	-	lange Zeit zechen	Trinken.Alkohol_trinken; Trinken.Häufig_lange_trinken	1/1	1/1	0/1
PD05559	turen	Verb	-	seine Sauftur haben	kein_Trinken	1/1	1/1	1/1
PD05572	Turen-süffer	Substantiv	-	wer zeitweise dem Trunk ergeben ist, Quartalssäufer	kein_Trinken	1/1	1/1	1/1
PD05594	Türken-wein	Substantiv		spöttische Bez. für den sehr sauren Wein des Jahres 1529	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PD05604	Turko	Substantiv	2	Bez. für schlechten Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PD05712	Durst	Substantiv	-	Durst	Durst	1/1	1/1	1/1
PD05715	Durstel	Substantiv	-	Trinker	kein_Trinken	1/1	1/1	1/1
PD05716	dürsten, dursten	Verb	-	dürsten, dursten	Durst	1/1	1/1	1/1
PD05717	dursterig, dürsterig	Adjektiv	x	durstig	Durst	1/1	1/1	1/1
PD05718	durstig, dürstig	Adjektiv	-	durstig, dürstig	Durst	1/1	1/1	1/1
PD05747	Dusel	Substantiv	1c	leichter Alkoholrausch	kein_Trinken	1/1	1/1	1/1
PD05776	Tut	Substantiv	-	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	1/1
PD05778	tutchen	Verb	x	trinken	Trinken	1/1	1/1	1/1
PD05783	tuten	Verb	2	tüchtig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	0/2	1/2	1/2
PD05792	tutern	Verb	-	saufen	Trinken.Alkohol_trinken	1/1	0/1	1/1
PE00006	ebbe	Adjektiv	1	Mangel haben, kein Geld mehr haben	kein_Trinken	1/1	1/1	1/1
PE00031	Eber-barg	Substantiv	-	verschnittenes männliches Schwein	kein_Trinken	1/1	1/1	1/1
PE00146	Edel-wein	Substantiv	-	Edelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PE00174	eggen-dumm	Adjektiv	-	sehr dumm	kein_Trinken	1/1	1/1	1/1
PE00257	Ehr-wein	Substantiv		auserlesener Wein, der aus besonderen Anlässen gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PE00282	Eichel-kaffee	Substantiv	-	Kaffee-Ersatz aus gerösteten Eicheln	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	1/1	1/1	0/1
PE00291	eichen	Verb	2.2a	feststellen, wieviel einer auf einen Sitz trinken kann	kein_Trinken	0/1	0/1	1/1
PE00405	Eier-weck	Substantiv	-	mürbes Brötchen	kein_Trinken	1/1	1/1	1/1
PE00406	Eier-wein	Substantiv	-	Wein mit verrührtem Ei und Zucker	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PE00418	Ei-gackel	Substantiv	2	Sumpfdotterblume	kein_Trinken	1/1	1/1	1/1
PE00499	ein-binden	Verb	3	sich betrinken	Trinken.Alkohol_trinken	1/1	1/1	0/1
PE00542	ein-fach	Adjektiv	1b	schlicht	kein_Trinken	1/1	1/1	1/1
PE00566	ein-flößen	Verb	-	einflößen	kein_Trinken	1/1	1/1	1/1
PE00571	ein-führen	Verb	3b	(den Neuling) in offizieller Form vorstellen	kein_Trinken	1/1	1/1	1/1
PE00602	ein-gießen	Verb	-	das Glas füllen	kein_Trinken	1/1	1/1	1/1
PE00643	ein-jagen	Verb	-	z.B. Angst einjagen	kein_Trinken	1/1	1/1	1/1
PE00653	Ein-kehr	Substantiv	-	Rast im Gasthaus	kein_Trinken	1/1	1/1	1/1
PE00654	ein-kehren	Verb	-	auf der Reise (auf einem Ausflug) in ein Gasthaus gehen, jemand kurz besuchen	kein_Trinken	1/1	1/1	1/1
PE00666	ein-kochen	Verb	2	infolge Verdampfung beim Kochen weniger werden	kein_Trinken	1/1	1/1	1/1
PE00686	ein-läppern	Verb	-	in kleinen Schlucken trinken	Trinken.Langsam_kleine_Mengen_trinken	0/1	1/1	1/1
PE00745	ein-nehmen	Verb	2b	Alkohol trinken	Trinken.Alkohol_trinken	0/1	1/1	1/1
PE00837	Ein-schenke	Substantiv	-	Schanktisch im Gasthaus	kein_Trinken	1/1	1/1	1/1
PE00838	ein-schenken	Verb	1	Getränke eingießen; das Glas gut (schlecht) füllen	kein_Trinken	1/1	1/1	1/1
PE00863	ein-schlürfen	Verb	-	einschlürfen	Trinken.Geräuschvoll_trinken	0/1	0/1	1/1
PE00884	ein-schroten	Verb	-	zurechthauen und einpassen (Ziegel, Mauersteine)	kein_Trinken	1/1	1/1	1/1
PE00896	ein-seifen	Verb	2b	zu übermäßigem Alkoholgenuß verleiten, vorsätzlich betrunken machen	kein_Trinken	1/1	1/1	1/1
PE00904	ein-setzen	Verb	I1a'a	in etwas hineinsetzen	kein_Trinken	1/1	1/1	1/1
PE00983	ein-tun	Verb	x'1.2a	einen Rausch antrinken	Trinken.Alkohol_trinken	1/1	1/1	0/1
PE00995	ein-verstanden	Adjektiv	-	einverstanden	kein_Trinken	1/1	1/1	1/1
PE01003	ein-wärmen	Verb	3	sich betrinken	Trinken.Alkohol_trinken	1/1	1/1	1/1
PE01015	ein-wickeln	Verb	2c	einen über den Durst trinken	Trinken.Alkohol_trinken	0/1	1/1	1/1
PE01195	Eis-stück	Substantiv	-	Eisstück (von unterschiedlicher Größe)	kein_Trinken	1/1	1/1	1/1
PE01269	Elefanten-zahn	Substantiv	-	Elefantenzahn	kein_Trinken	1/1	1/1	1/1
PE01290	Elends-klamm	Substantiv	-	Flurname	kein_Trinken	1/1	1/1	1/1
PE01305	Elfer, Elfter	Substantiv	2	ein Wein von besonderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PE01315	Elfuhr-messe	Substantiv	-	Frühschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0/1	1/1	0/1
PE01319	Elias	Substantiv	-	volkstümliche Bez. für die Schmalspurbahnzwischen NW-Meckh und Lu'haf	kein_Trinken	1/1	1/1	1/1
PE01486	Engels-brünnchen	Substantiv	-	Flurname	kein_Trinken	1/1	1/1	1/1
PE01635	Ent-setzung	Substantiv	+	Absetzung, Entlassung aus einem Amt	kein_Trinken	1/1	1/1	1/1
PE01708	erblich	Adjektiv	x2	ansteckend	kein_Trinken	1/1	1/1	1/1
PE01734	Erbsen-klicker	Substantiv	-	Frucht der Erbse	kein_Trinken	1/1	1/1	1/1
PE01768	Erdbeeren-bowle, Erdbeer-bowle	Substantiv	-	Erdbeerenbowle, Erdbeerbowle	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0/1	0/1	1/1
PE01778	Erdbeeren-schnaps, Erdbeer-schnaps	Substantiv	-	auf Erdbeeren gezogener Likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PE01783	Erdbeeren-wein, Erdbeer-wein	Substantiv	-	Erdbeerenwein, Erdbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
PE01864	er-geben	Verb	4	zum Trinker werden	kein_Trinken	1/1	1/1	1/1
PE01892	Erker	Substantiv	2	Nase	kein_Trinken	1/1	1/1	1/1
PE01998	Ern-wein	Substantiv	-	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PE02006	er-pressen	Verb	-	erpressen	kein_Trinken	1/1	1/1	1/1
PE02053	Erst-milch	Substantiv	-	die erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	1/1
PE02068	er-wachsen	Verb	1	wachsen, gedeihen	kein_Trinken	1/1	1/1	1/1
PE02089	Erz-ader	Substantiv	-	Erzader	kein_Trinken	1/1	1/1	1/1
PE02096	Erz-engeler	Substantiv	-	eine Weinbezeichnung	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	0/1	1/1
PE02211	Essenz	Substantiv	1	Kaffee-Ersatz, Zichorie	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	0/1	1/1	1/1
PE02324	Eulen-seiche	Substantiv	-	verächtlich von abgestandenem Bier und anderen Getränken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0/1	1/1	1/1
PE02328	Eureka	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PE02349	ewig	Adjektiv	+1a'e	die ewige Messe	kein_Trinken	1/1	1/1	1/1
PE02352	Ewigkeit	Substantiv	2	sehr lange Zeit, unerträglich lange Zeit	kein_Trinken	1/1	1/1	1/1
PE02359	Examen-weck	Substantiv	-	Weck, den der Schüler nach der Schlußprüfung erhielt	kein_Trinken	1/1	1/1	1/1
PE02364	exen	Verb	-	auf einen Zug austrinken	Trinken.Austrinken	1/1	1/1	1/1
PE02380	Expeller	Substantiv	-	schmerzstillende Flüssigkeit	kein_Trinken	1/1	0/1	1/1
PE02405	Extra-stube	Substantiv	1	Nebenzimmer im Gasthaus für besondere Gäste	kein_Trinken	1/1	1/1	1/1
PE02410	Extra-zimmer	Substantiv	-	Nebenzimmer im Gasthaus für besondere Gäste	kein_Trinken	1/1	1/1	1/1
PE02414	Eze	Substantiv	-	Hinweis, Anregung	kein_Trinken	1/1	1/1	1/1
PF00097	Fahl-schecke	Substantiv	-	fahlscheckige Kuh	kein_Trinken	1/1	1/1	1/1
PF00099	Fahne, Fahnen	Substantiv	6	Atemgeruch nach Alkoholgenuß	kein_Trinken	1/1	1/1	1/1
PF00126	fahren	Verb	I2b	das Vieh auf die Weide treiben	kein_Trinken	1/1	1/1	1/1
PF00219	fällig	Adjektiv	1	fällig	kein_Trinken	1/1	1/1	1/1
PF00258	falzen	Verb	-	balzen	kein_Trinken	1/1	1/1	1/1
PF00394	Fasanerie	Substantiv	2	beliebte Einkehrgaststätte bei Zweibr, früher Tiergarten der Herzöge	kein_Trinken	1/1	1/1	1/1
PF00455	Faß-bier	Substantiv	-	Bier aus dem Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	1/1	1/1	1/1
PF00457	Faß-böckser	Substantiv	-	Wein mit unangenehmem Faßgeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	0/1
PF00505	Faß-wein	Substantiv	-	Wein direkt vom Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
PF00599	Faul-baum	Substantiv	2	aus Holz vom Faulbaum gemachter Zapfen	kein_Trinken	1/1	1/1	1/1
PF00630	Faul-lieschen	Substantiv	-	Akelei	kein_Trinken	1/1	1/1	1/1
PF00748	Feder-tute	Substantiv	-	Kästchen für das Schreibzeug des Schülers	kein_Trinken	1/1	1/1	1/1
PF00779	fehl-gehen	Verb	2b	mißlingen	kein_Trinken	1/1	1/1	1/1
PF00802	Feier-tag	Substantiv	2	Weihnachtsfest	kein_Trinken	1/1	1/1	1/1
PF00829	feil-halten	Verb	2	disputieren	kein_Trinken	1/1	1/1	1/1
PF00858	Veit	Substantiv	2	der Rausch, den man sich antrinkt	kein_Trinken	1/1	1/1	1/1
PF00862	felbeln	Verb	-	von einem Wirtshaus ins andere gehen	kein_Trinken	1/1	1/1	1/1
PF00863	Feld	Substantiv	1a'a	nur Ackerland	kein_Trinken	1/1	1/1	1/1
PF00952	Feld-webel	Substantiv	2	Schaum auf dem Bier	kein_Trinken	1/1	1/1	1/1
PF00953	Feldwebels-borte	Substantiv	-	hohe Schaumkrone auf dem Bier	kein_Trinken	1/1	1/1	1/1
PF01025	Fenster-angel	Substantiv	-	Haken, in die der Fensterflügel eingehängt wird	kein_Trinken	1/1	1/1	1/1
PF01077	ver-abreichen	Verb	-	Ohrfeigen geben	kein_Trinken	1/1	1/1	1/1
PF01109	ver-babern	Verb	1	beschmutzen	kein_Trinken	1/1	1/1	1/1
PF01165	ver-binden	Verb	2	beim Binden verbrauchen	kein_Trinken	1/1	1/1	1/1
PF01241	ver-bürsten	Verb	-	trinkend vergeuden	Trinken.Alkohol_trinken	0/1	0/1	0/1
PF01305	ver-drücken	Verb	2b	einen Schoppen trinken	Trinken.Alkohol_trinken	1/1	1/1	0/1
PF01323	ver-dursteln	Verb	-	zur Löschung des Durstes verbrauchen	Trinken	0/1	0/1	0/1
PF01340	ver-eisen	Verb	-	sich mit einer Eiskruste bedecken	kein_Trinken	1/1	1/1	1/1
PF01444	Vergiß-mein-nicht	Substantiv	2a	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PF01469	ver-größern	Verb	-	vergrößern	kein_Trinken	1/1	1/1	1/1
PF01479	ver-hachern	Verb	-	lange kichernd lachen	kein_Trinken	1/1	1/1	1/1
PF01484	ver-haften	Verb	2b	austrinken	Trinken.Alkohol_trinken;Trinken.Austrinken	1/2	1/2	1/2
PF01547	ver-hitzen	Verb	1a	sich erhitzen	kein_Trinken	1/1	1/1	1/1
PF01585	ver-interessieren	Verb	-	interessieren	kein_Trinken	1/1	1/1	1/1
PF01615	ver-kasematukeln	Verb	-	einen Schoppen, einen Schnaps trinken	Trinken.Alkohol_trinken	0/1	1/1	0/1
PF01616	ver-katert	Adjektiv	-	müde nach durchzechter Nacht	kein_Trinken	1/1	1/1	1/1
PF01638	ver-ketzern	Verb	2	falsch beschneiden (den Baum)	kein_Trinken	1/1	1/1	1/1
PF01649	ver-klabern	Verb	x	mit klebrigem Schmutz bedecken	kein_Trinken	1/1	1/1	1/1
PF01749	ver-kümmeln	Verb	1b	durchbringen, vertrinken	Trinken.Alkohol_trinken	0/1	0/1	0/1
PF01791	ver-lechen	Verb	x2	sehr durstig sein (vom Menschen)	Durst	1/1	1/1	1/1
PF01792	ver-lechern	Verb	2	sehr durstig sein (vom Menschen)	Durst	1/1	1/1	1/1
PF01844	ver-löten	Verb	-	einen (Schoppen) trinken	Trinken.Alkohol_trinken	1/1	1/1	1/1
PF01907	ver-möbeln	Verb	-	verhauen	kein_Trinken	1/1	1/1	1/1
PF01986	ver-passen	Verb	1b'b	vom Rausch	kein_Trinken	1/1	1/1	1/1
PF02001	ver-pfetzen	Verb	2	vertrinken	Trinken.Alkohol_trinken	0/1	1/1	1/1
PF02014	ver-pitschen	Verb	1	vertrinken	Trinken.Alkohol_trinken	1/1	1/1	1/1
PF02041	ver-purzeln	Verb	-	purzelnd in Unordnung bringen, niedertreten	kein_Trinken	1/1	1/1	1/1
PF02128	ver-rupfen	Verb	1	zerrupfen	kein_Trinken	1/1	1/1	1/1
PF02140	ver-salzen	Verb	x3	sich betrinken	Trinken.Alkohol_trinken	1/1	1/1	1/1
PF02146	ver-saufen	Verb	1.1a	vertrinken	Trinken.Alkohol_trinken	0/1	1/1	1/1
PF02146	ver-saufen	Verb	1.3a	dem Trunke ergeben, trunksüchtig	kein_Trinken	1/1	1/1	1/1
PF02146	ver-saufen	Verb	1.3b	von Trunkenheit oder Trunksucht zeugend	kein_Trinken	1/1	1/1	1/1
