xml:id	url	Sprache	Wörterbuch	Lnummer	Lemma_bereinigt	Lemma	Varianten	Wortart	Level	Definition	Konzept	Stringabgleich	ModernGBERT	Llama
LS01115	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S01115	Q12	Q9	L261	Schorbacher	Schorbacher		Q13		gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird	Q38		Q38	Q38
LS01524	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S01524	Q12	Q9	L262	sifflen	sifflen		Q14		anhaltend u. viel trinken	Q25	Q20	Q25	Q25; Q23
LS01563	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S01563	Q12	Q9	L263	Sirop	Sirop		Q13		Sirup	Q32	Q32	Q32	Q32
LS01713	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S01713	Q12	Q9	L264	Spenn	Spenn		Q13	1.	Muttermilch	Q33		Q33	Q33
LS01837	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S01837	Q12	Q9	L265	Spret	Spret		Q13	1.	Sprit, Spiritus, schlechter Schnaps	Q38	Q38	Q38	Q38
LS01858	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S01858	Q12	Q9	L266	Spruddel	Spruddel		Q13		Sprudel	Q30	Q30		Q30; Q35; Q32
LS02218	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S02218	Q12	Q9	L267	Strach	Strach		Q13	3.	soviel auf einmal an Milch gemolken wird	Q33			
LS02255	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S02255	Q12	Q9	L268	Strechersch	Strechersch		Q13		die Menge Milch, die beim einmaligen Melken erzeugt wird	Q33	Q33	Q33	
LS02444	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S02444	Q12	Q9	L269	Suff	Suff		Q13		steifer Trank für Rindvieh u. Schweine; Küchenwasser zum Tränken des Viehs	Q22	Q22	Q22	Q30; Q29
LS02448	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S02448	Q12	Q9	L270	suffen	suffen		Q14		saufen	Q23	Q23	Q23	Q23
LS02450	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S02450	Q12	Q9	L271	Sufferei	Sufferei		Q13		Säuferei, anhaltendes Trinken, Trinkgelage	Q23	Q22	Q23	Q23; Q25; Q26
LS02490 	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S02490 	Q12	Q9	L272	Surmilich	Surmilich		Q13		Sauermilch	Q33	Q33	Q33	Q33
LU00253	https://woerterbuchnetz.de/?sigle=LothWB&lemid=U00253	Q12	Q9	L273	ussuffen	ussuffen		Q14		leer saufen	Q26	Q23	Q26	Q23
LW00150	https://woerterbuchnetz.de/?sigle=LothWB&lemid=W00150	Q12	Q9	L274	Wasser	Wasser		Q13	2.	wässeriger Kaffee, dünne Suppe	Q42	Q42; Q30	Q40	Q30; Q42
LW00150	https://woerterbuchnetz.de/?sigle=LothWB&lemid=W00150	Q12	Q9	L274	Wasser	Wasser		Q13	2.	in aller Frühe getrunkener Branntwein	Q38	Q30	Q38	Q38
LW00353 	https://woerterbuchnetz.de/?sigle=LothWB&lemid=W00353 	Q12	Q9	L275	Widderdaifer	Widderdaifer		Q13		Name für Wein	Q36		Q36	Q36
LW00386	https://woerterbuchnetz.de/?sigle=LothWB&lemid=W00386	Q12	Q9	L276	Wihwasser	Wihwasser		Q13	2.	Schnaps, der in der Frühe getrunken wird	Q38	Q38	Q38	Q38
LW00407	https://woerterbuchnetz.de/?sigle=LothWB&lemid=W00407	Q12	Q9	L277	Win	Win		Q13		Wein	Q36	Q36	Q36	Q36
LW00439	https://woerterbuchnetz.de/?sigle=LothWB&lemid=W00439	Q12	Q9	L278	Winkof	Winkof		Q13	1.	Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags	Q22	Q22	Q22	
LW00444	https://woerterbuchnetz.de/?sigle=LothWB&lemid=W00444	Q12	Q9	L279	Winscho	Winscho		Q13		Glühwein	Q45	Q45	Q45	Q45
LZ00261	https://woerterbuchnetz.de/?sigle=LothWB&lemid=Z00261	Q12	Q9	L280	Zwelfer	Zwelfer		Q13		ein Schnaps zu 12	Q38	Q38	Q38	Q38
PA00150	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A00150	Q10	Q7	L281	Abendmilch	Abendmilch		Q13	-	Milch, die am Abend gemolken wird	Q33	Q33	Q33	Q33
PA00155	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A00155	Q10	Q7	L282	Abendschoppen	Abendschoppen		Q13	-	Abendschoppen	Q34			
PA00305	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A00305	Q10	Q7	L283	abheben	abheben		Q14	I2f	einen trinken	Q23	Q20	Q23	Q23
PA00579	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A00579	Q10	Q7	L284	absaufen	absaufen		Q14	1a	oben heruntersaufen	Q20			Q25
PA00610	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A00610	Q10	Q7	L285	abschießen	abschießen		Q14	1c'a	einen (Wein) trinken	Q23	Q20; Q23	Q23	Q23
PA00825	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A00825	Q10	Q7	L286	abtrinken	abtrinken		Q14	1	von oben wegtrinken	Q20	Q20; Q26	Q20	Q26
PA00825	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A00825	Q10	Q7	L286	abtrinken	abtrinken		Q14	2	ein Glas Bier oder Wein leeren	Q23; Q26	Q20	Q23; Q26	Q35; Q36
PA01307	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A01307	Q10	Q7	L287	Alkohol	Alkohol		Q13	-	Alkohol	Q22			
PA01737	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A01737	Q10	Q7	L288	andudeln	andudeln		Q14	-	sich betrinken	Q23	Q23	Q23	Q23
PA01739	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A01739	Q10	Q7	L289	anduseln	anduseln		Q14	-	sich einen Dusel antrinken	Q23	Q23	Q23	Q23
PA01829	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A01829	Q10	Q7	L290	anfeuchten	anfeuchten		Q14	2	einen trinken	Q23	Q20	Q23	Q23; Q20
PA02138	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02138	Q10	Q7	L291	anrauchen	anrauchen		Q14	2	sich einen kleinen Rausch antrinken	Q23	Q23	Q23	Q23
PA02174	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02174	Q10	Q7	L292	ansäufeln	ansäufeln		Q14	-	sich einen kleinen Rausch antrinken	Q23	Q23	Q23	Q23
PA02175	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02175	Q10	Q7	L293	ansaufen	ansaufen		Q14	1	mit dem Saufen (Trinken) beginnen	Q20	Q23		Q23
PA02175	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02175	Q10	Q7	L293	ansaufen	ansaufen		Q14	3	sich volltrinken	Q23	Q23	Q20	Q23
PA02176	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02176	Q10	Q7	L294	ansäuseln	ansäuseln		Q14	1	sich leicht betrinken	Q23	Q23	Q23	
PA02250	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02250	Q10	Q7	L295	anschwipsen	anschwipsen		Q14	-	sich einen Rausch antrinken	Q23	Q23	Q23	Q23
PA02391	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02391	Q10	Q7	L296	antrudeln	antrudeln		Q14	2	sich betrinken	Q23	Q23	Q23	Q23
PA02392	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02392	Q10	Q7	L297	Antrunk	Antrunk		Q13		erster Trunk	Q22	Q22	Q22	
PA02488	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02488	Q10	Q7	L298	Apfelbumpes, Äpfelbumpes	Apfelbumpes	Äpfelbumpes	Q13	-	Apfelwein	Q36	Q36	Q36	Q36
PA02492	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02492	Q10	Q7	L299	Apfelfiez	Apfelfiez		Q13	-	Apfelwein	Q36	Q36	Q36	Q36
PA02502	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02502	Q10	Q7	L300	Apfelgückes	Apfelgückes		Q13	-	Apfelwein minderer Sorte	Q36	Q36	Q36	Q36
PA02521	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02521	Q10	Q7	L301	Apfelmops	Apfelmops		Q13	-	nachgemachter Apfelwein	Q36	Q36	Q36	Q36
PA02522	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02522	Q10	Q7	L302	Apfelmost	Apfelmost		Q13	-	Apfelmost	Q31		Q31	Q31
PA02536	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02536	Q10	Q7	L303	Apfelsaft, Äpfelsaft	Apfelsaft	Äpfelsaft	Q13	1	Apfelsaft, Äpfelsaft	Q31	Q31	Q31	Q31
PA02561	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02561	Q10	Q7	L304	Apfelwein, Äpfelwein	Apfelwein	Äpfelwein	Q13	-	Apfelwein, Äpfelwein	Q36	Q36	Q36	Q36
PA02579	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02579	Q10	Q7	L305	Apparatenmilch	Apparatenmilch		Q13	-	Milch, die durch die Zentrifuge entrahmt ist	Q33	Q33	Q33	Q33
PA02627	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02627	Q10	Q7	L306	Arbeitersekt	Arbeitersekt		Q13	-	Mineralwasser	Q30	Q30	Q30	Q30
PA02886	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A02886	Q10	Q7	L307	Astheimer	Astheimer		Q13	-	Birnwein	Q36		Q36	Q36
PA03037	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A03037	Q10	Q7	L308	Aufenthalt	Aufenthalt		Q13	3	Schnaps	Q38	Q38	Q38	Q38
PA03060	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A03060	Q10	Q7	L309	Auffüllwein	Auffüllwein		Q13	-	Wein zum Auffüllen	Q36	Q36	Q36	Q36
PA03164	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A03164	Q10	Q7	L310	aufladen	aufladen		Q14	1b	sich betrinken	Q23	Q23	Q23	Q23
PA03607	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A03607	Q10	Q7	L311	ausbürsten	ausbürsten		Q14	2	austrinken, leer trinken	Q26	Q26	Q26	Q26
PA03624	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A03624	Q10	Q7	L312	ausdudeln	ausdudeln		Q14	-	saugend austrinken	Q26	Q26	Q26	Q26
PA03730	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A03730	Q10	Q7	L313	ausgluckern	ausgluckern		Q14	-	austrinken	Q26	Q26	Q26	Q26
PA03809	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A03809	Q10	Q7	L314	ausläppern	ausläppern		Q14	-	in kleinen Schlucken austrinken	Q26; Q24	Q26	Q24; Q26	Q24; Q26
PA03882	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A03882	Q10	Q7	L315	auspitschen	auspitschen		Q14	-	austrinken	Q23; Q26	Q26	Q26	Q26
PA03957	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A03957	Q10	Q7	L316	aussaufen	aussaufen		Q14	1	leer saufen	Q26	Q23	Q26	Q26
PA04011	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A04011	Q10	Q7	L317	ausschöppeln	ausschöppeln		Q14	-	zu Ende schöppeln, trinken	Q23; Q26	Q20	Q23; Q26	Q26
PA04077	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A04077	Q10	Q7	L318	ausstauben	ausstauben		Q14	3	austrinken	Q26	Q26	Q26	Q26
PA04088	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A04088	Q10	Q7	L319	Ausstich	Ausstich		Q13	2	Beerenauslese, edelster Wein	Q36	Q36	Q36	Q36
PA04089	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A04089	Q10	Q7	L320	Ausstichwein	Ausstichwein		Q13	-	edelster Wein	Q36	Q36	Q36	Q36
PA04127	https://woerterbuchnetz.de/?sigle=PfWB&lemid=A04127	Q10	Q7	L321	austrinken	austrinken		Q14	-	durch Trinken leer machen	Q26	Q26		Q26
PB00145	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00145	Q10	Q7	L322	Päckelbrühe	Päckelbrühe		Q13	-	schlechter Kaffee	Q42	Q42	Q42	Q42
PB00373	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00373	Q10	Q7	L323	Bajaßseiche	Bajaßseiche		Q13	-	schlechter Kaffee	Q42	Q42	Q42	Q42
PB00514	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00514	Q10	Q7	L324	bambuschieren	bambuschieren		Q14	-	zechen	Q23	Q23	Q23	
PB00523	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00523	Q10	Q7	L325	Bampelbrühe	Bampelbrühe		Q13	-	minderwertiger Wein, dünner Kaffee	Q36; Q40	Q42; Q36	Q36; Q40	Q36; Q42
PB00549	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00549	Q10	Q7	L326	Bamsche	Bamsche		Q13	-	sich betrinken	Q23	Q23	Q23	Q23
PB00550	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00550	Q10	Q7	L327	bamscheln	bamscheln		Q14	-	trinken	Q20	Q20	Q20	Q20
PB00551	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00551	Q10	Q7	L328	bamschen	bamschen		Q14	-	viel trinken, saufen	Q23; Q25	Q20; Q23	Q25	Q23
PB00617	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00617	Q10	Q7	L329	Bankerottsbrühe, Bankerottbrühe	Bankerottsbrühe	Bankerottbrühe	Q13	-	dünner, schlechter Kaffee	Q42	Q42	Q42	Q42
PB00620	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00620	Q10	Q7	L330	Bankerottsmacherbrühe, Bankerottmacherbrühe	Bankerottsmacherbrühe	Bankerottmacherbrühe	Q13	-	dünner, schlechter Kaffee	Q42	Q42	Q42	Q42
PB00669	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00669	Q10	Q7	L331	panschen	panschen		Q14	3	zechen, saufen	Q23	Q23	Q23	Q23
PB00757	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B00757	Q10	Q7	L332	Pappelwasser	Pappelwasser		Q13	2	geringwertiger Wein	Q36	Q36	Q36	Q36
PB01168	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01168	Q10	Q7	L333	Batzenwein	Batzenwein		Q13	-	minderwertiger Wein	Q36	Q36	Q36	Q36
PB01184	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01184	Q10	Q7	L334	Bauchbläser	Bauchbläser		Q13		schlechter Wein	Q36	Q36	Q36	Q36
PB01216	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01216	Q10	Q7	L335	Bauchwehwasser	Bauchwehwasser		Q13	-	Zwetschgenschnaps	Q38	Q38	Q38	Q38
PB01220	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01220	Q10	Q7	L336	Baudelbrühe	Baudelbrühe		Q13	-	Malzkaffee	Q44	Q44	Q44	Q44
PB01317	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01317	Q10	Q7	L337	Bauernwein	Bauernwein		Q13	-	Wein, den die Bauern für den eigenen Gebrauch herstellen	Q36	Q36	Q36	Q36
PB01491	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01491	Q10	Q7	L338	bechern	bechern		Q14	-	viel trinken, zechen	Q23; Q25	Q20; Q23	Q23; Q25	Q23
PB01499	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01499	Q10	Q7	L339	Pechmilch	Pechmilch		Q13	-	die erste gelbe Milch der Kuh nach dem Kalben	Q33	Q33	Q33	Q33
PB01537	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01537	Q10	Q7	L340	bediaduseln	bediaduseln		Q14	-	betrinken	Q23	Q23	Q23	Q23
PB01548	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01548	Q10	Q7	L341	bedudeln	bedudeln		Q14	2	betrinken	Q23	Q23	Q23	Q23
PB01633	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01633	Q10	Q7	L342	behauen	behauen		Q14	2a	sich betrinken	Q23	Q23	Q23	Q23
PB01838	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01838	Q10	Q7	L343	beledern	beledern		Q14	-	betrinken	Q23	Q23	Q23	Q23
PB01910	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01910	Q10	Q7	L344	bemschen	bemschen		Q14	3	tüchtig trinken	Q25	Q20	Q25	Q23; Q25
PB01928	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B01928	Q10	Q7	L345	benebeln	benebeln		Q14	-	sich betrinken	Q23	Q23	Q23	Q23
PB02056	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02056	Q10	Q7	L346	perlen	perlen		Q14	'1.1.	trinken	Q20	Q20	Q20	Q20
PB02066	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02066	Q10	Q7	L347	Perlkaffee	Perlkaffee		Q13	-	Schnaps	Q38	Q38	Q38	Q38
PB02122	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02122	Q10	Q7	L348	berußen	berußen		Q14	2	sich betrinken	Q23	Q23	Q23	Q23
PB02130	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02130	Q10	Q7	L349	besabeln	besabeln		Q14	1	sich betrinken	Q23	Q23	Q23	Q23
PB02133	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02133	Q10	Q7	L350	besaufen	besaufen		Q14	-	besaufen	Q23	Q23		Q23
PB02138	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02138	Q10	Q7	L351	beschaskeln, beschassen	beschaskeln	beschassen	Q14	-	sich betrinken	Q23	Q23	Q23	Q23
PB02160	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02160	Q10	Q7	L352	beschlagen	beschlagen		Q14	2	sich betrinken	Q23	Q23	Q23	Q23
PB02172	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02172	Q10	Q7	L353	beschnussen	beschnussen		Q14	-	betrinken	Q23	Q23	Q23	Q23
PB02193	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02193	Q10	Q7	L354	beseibeln	beseibeln		Q14	2	betrinken	Q23	Q23	Q23	Q23
PB02354	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02354	Q10	Q7	L355	betrudeln	betrudeln		Q14	-	sich betrinken	Q23	Q23	Q23	Q23
PB02495	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02495	Q10	Q7	L356	betutern	betutern		Q14	-	sich betrinken	Q23	Q23	Q23	Q23
PB02576	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02576	Q10	Q7	L357	bezechen	bezechen		Q14	-	sich betrinken	Q23	Q23	Q23	Q23
PB02644	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02644	Q10	Q7	L358	Pfandwein	Pfandwein		Q13		verpfändeter Wein	Q36	Q36	Q36	Q36
PB02736	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02736	Q10	Q7	L359	Pfefferminze, Pfefferminz	Pfefferminze	Pfefferminz	Q13	2	Pfefferminztee	Q41	Q41	Q41	Q41
PB02740	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02740	Q10	Q7	L360	Pfefferminztee	Pfefferminztee		Q13	-	Pfefferminztee	Q41	Q41	Q41	Q41
PB02741	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02741	Q10	Q7	L361	Pfefferminzwasser	Pfefferminzwasser		Q13	-	Getränk aus Pfefferminzessenz und Wasser	Q32	Q22	Q32	Q30
PB02869	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02869	Q10	Q7	L362	Pferdsmilch	Pferdsmilch		Q13	-	Stutenmilch	Q33		Q33	Q33
PB02917	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02917	Q10	Q7	L363	pfetzen	pfetzen		Q14	6	trinken	Q23	Q20	Q20	Q20
PB02931	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02931	Q10	Q7	L364	pfiffeln	pfiffeln		Q14	2	ein kleines Glas Wein trinken	Q23	Q20	Q23	Q36
PB02932	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B02932	Q10	Q7	L365	pfiffen	pfiffen		Q14	-	ein kleines Glas Wein trinken	Q23	Q20	Q23	Q23
PB03008	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03008	Q10	Q7	L366	Pflaster	Pflaster		Q13	4b	Erdbeerwein	Q36		Q36	Q36
PB03368	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03368	Q10	Q7	L367	Bier	Bier		Q13	-	Bier	Q35	Q35	Q35	Q35
PB03415	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03415	Q10	Q7	L368	Bierschlorum	Bierschlorum		Q13	-	schlechtes Bier	Q35	Q35	Q35	Q35
PB03442	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03442	Q10	Q7	L369	Biestmilch	Biestmilch		Q13	-	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Q33	Q33	Q33	Q33
PB03609	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03609	Q10	Q7	L370	Pinkpille	Pinkpille		Q13	1	schlechter Kaffee	Q42	Q42	Q42	Q42
PB03661	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03661	Q10	Q7	L371	Bippelhenker	Bippelhenker		Q13	-	derbe Bez. für schlechten Kaffee	Q42		Q42	Q42
PB03661	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03661	Q10	Q7	L371	Bippelhenker	Bippelhenker		Q13	E2	Tresterwein, Haustrunk	Q36		Q36	Q36; Q38
PB03715	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03715	Q10	Q7	L372	Birnenbumpes	Birnenbumpes		Q13	-	Wein, den man aus Birnenselbst hergestellt hat	Q36	Q36	Q36	Q36
PB03729	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03729	Q10	Q7	L373	Birnenmost	Birnenmost		Q13	-	Birnensaft	Q31		Q31	Q31
PB03731	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03731	Q10	Q7	L374	Birnenpuff	Birnenpuff		Q13	-	Wein, den man aus Birnen (und Äpfeln) selbst hergestellt hat	Q36	Q36	Q36	Q36
PB03733	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03733	Q10	Q7	L375	Birnensaft	Birnensaft		Q13	-	Birnensaft	Q31		Q31	Q31
PB03735	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03735	Q10	Q7	L376	Birnenschnackel	Birnenschnackel		Q13	-	verächtlich für schlechten Birnenwein	Q36		Q36	Q36
PB03741	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03741	Q10	Q7	L377	Birnenwein	Birnenwein		Q13	-	Birnenwein	Q36		Q36	Q36
PB03816	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03816	Q10	Q7	L378	pitschen	pitschen		Q14	1	trinken	Q23	Q20	Q20	Q20
PB03844	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03844	Q10	Q7	L379	Bitterwasser	Bitterwasser		Q13	-	ein sehr bitter schmeckendes Mineralwasser	Q30	Q30	Q30	Q30
PB03868	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03868	Q10	Q7	L380	Bitzler	Bitzler		Q13	1	junger, noch gärender Wein	Q36	Q36	Q36	Q36
PB03946	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03946	Q10	Q7	L381	Plämpel	Plämpel		Q13	2	schlechter Wein, minderwertiger Haustrunk	Q36	Q36	Q36	Q36
PB03947	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03947	Q10	Q7	L382	Plämpelbrühe	Plämpelbrühe		Q13	-	schlechter Wein, minderwertiger Haustrunk	Q36	Q36	Q36	Q36
PB03948	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B03948	Q10	Q7	L383	plämpern	plämpern		Q14	-	oft trinken	Q20	Q20	Q25	Q20
PB04011	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04011	Q10	Q7	L384	blasen	blasen		Q14	3	einen trinken	Q23	Q20	Q23	Q23
PB04154	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04154	Q10	Q7	L385	blau	blau		Q13	4a'b	Branntwein	Q38	Q38	Q38	Q38
PB04279	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04279	Q10	Q7	L386	Bleff	Bleff		Q13	-	Haustrunk	Q36		Q36	Q30
PB04398	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04398	Q10	Q7	L387	blitzen	blitzen		Q14	x'1.2d	trinken	Q20	Q20	Q20	Q20
PB04481	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04481	Q10	Q7	L388	Blume	Blume		Q13	2g	Haustrunk	Q36		Q36	
PB04647	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04647	Q10	Q7	L389	Blutwein	Blutwein		Q13	-	Rotwein	Q36	Q36	Q36	Q36
PB04693	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04693	Q10	Q7	L390	Bockbier	Bockbier		Q13	-	Starkbier mit hohem Stammwürzegehalt	Q35	Q35	Q35	Q35
PB04748	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04748	Q10	Q7	L391	Böckser	Böckser		Q13	1a	von verdorbenem Kaffee	Q42	Q42		Q42
PB04748	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04748	Q10	Q7	L391	Böckser	Böckser		Q13	1b	Most, der in der Gärung das Süße verloren hat	Q36	Q31	Q31	Q31
PB04748	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04748	Q10	Q7	L391	Böckser	Böckser		Q13	1c	Wein mit Bodengeschmack	Q36	Q36	Q36	Q36
PB04755	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04755	Q10	Q7	L392	Böcksler	Böcksler		Q13	2	schlechter Kaffee	Q42	Q42	Q42	Q42
PB04755	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04755	Q10	Q7	L392	Böcksler	Böcksler		Q13	1	Wein mit Bodengeschmack	Q36	Q36	Q36	Q36
PB04761	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04761	Q10	Q7	L393	Bocksseiche	Bocksseiche		Q13	-	schlechtes Bier	Q35	Q35	Q35	Q35
PB04859	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04859	Q10	Q7	L394	Bohnenkaffee	Bohnenkaffee		Q13	-	Bohnenkaffee	Q42	Q42	Q44	Q42
PB04922	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B04922	Q10	Q7	L395	Polack	Polack		Q13	5	Rest eines Getränkes im Glas	Q22		Q22	
PB05580	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B05580	Q10	Q7	L396	Brand	Brand		Q13	6e	brennender Durst	Q21	Q21	Q21	Q21
PB05629	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B05629	Q10	Q7	L397	Branntewein, Branntwein	Branntewein	Branntwein	Q13	-	Branntewein, Branntwein	Q38	Q38	Q38	Q38
PB05642	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B05642	Q10	Q7	L398	Branntweinschnäpsel	Branntweinschnäpsel		Q13	-	ein Gläschen Schnaps	Q38		Q38	Q38
PB05678	https://woerterbuchnetz.de/?sigle=PfWB&lemid=B05678	Q10	Q7	L399	Brast	Brast		Q13	1.4	Durst	Q21	Q21	Q21	Q21
