"PM03010"	"Mucken-fuck"	"Substantiv"	"Malzkaffee, Kaffeersatz"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk"	"Getränk"
"PN00008"	"Nabel-naß"	"Substantiv"	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PN00011"	"Nabel-wärmer"	"Substantiv"	"guter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PN00118"	"Nach-lauf"	"Substantiv"	"Schnaps, der beim Brennen zuletzt herausläuft"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PN00118"	"Nach-lauf"	"Substantiv"	"Most bzw. Wein, der beim Keltern zuletzt herausläuft"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PN00330"	"Nacht-wächter"	"Substantiv"	"abgestandenes Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PN00346"	"Nach-wein"	"Substantiv"	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PN00483"	"Nähts"	"Substantiv"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PN00746"	"Nebel-zerstörer"	"Substantiv"	"geringer Wein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PN00899"	"Nerven-schwächer"	"Substantiv"	"sehr starker Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PN01414"	"Nulpes"	"Substantiv"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"	"Getränk"
"PN01475"	"Nuß-schnaps"	"Substantiv"	"aus grünen Walnüssen bereiteter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PO00109"	"Ober-länder"	"Substantiv"	"Wein aus der oberen Haardt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PO00234"	"Obst-saft"	"Substantiv"	"Obstsaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk"	"Getränk"
"PO00242"	"Obst-wein"	"Substantiv"	"Obstwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PO00541"	"Oktober-tee"	"Substantiv"	"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PO00573"	"Olig"	"Substantiv"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PQ00264"	"Quetsch"	"Substantiv"	"Zwetschgenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PQ00274"	"Quetschen-branntwein"	"Substantiv"	"Zwetschgenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PQ00303"	"Quetschen-schnaps"	"Substantiv"	"Zwetschgenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PQ00312"	"Quetschen-wasser"	"Substantiv"	"Zwetschgenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PR00049"	"Rachen-putzer"	"Substantiv"	"scharfer Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PR00049"	"Rachen-putzer"	"Substantiv"	"minderwertiger, schlechter Wein; Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00059"	"Rackel-gackel"	"Substantiv"	"schlechter, gepanschter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00102"	"Radetzky"	"Substantiv"	"minderwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00122"	"Radler-maß"	"Substantiv"	"Mischgetränk aus Bier und Limonade"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk"	"Getränk"
"PR00253"	"Rampaß"	"Substantiv"	"saurer Wein, Tresterwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00263"	"Rampfer"	"Substantiv"	"saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00334"	"Ranzen-risser"	"Substantiv"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00383"	"Rappis"	"Substantiv"	"saurer, schlechter Wein; Tresterwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00399"	"Räppsel"	"Substantiv"	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00401"	"Rappser, Räppser"	"Substantiv"	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00454"	"Raspel"	"Substantiv"	"scharfer Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PR00480"	"Rassi-bulli"	"Substantiv"	"schlechter, saurer Wein; Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00571"	"Ratzen-butz"	"Substantiv"	"starker Zwetschenschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PR00727"	"Rauscher"	"Substantiv"	"gärender Most"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00763"	"Reben-blut, Reb-"	"Substantiv"	"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR00780"	"Reben-saft, Reb-"	"Substantiv"	"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR01305"	"Reiß-mich-um"	"Substantiv"	"für Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"To assign the dictionary entry to exactly one category based on its headword and definition:

Headword: Reiß-mich-um
Definition: für Schnaps

Given that ""Schnaps"" refers to a type of strong alcoholic beverage, we can categorize ""Reiß-mich-um"" as related to drinking or an alcoholic drink itself. However, the direct translation and understanding of ""Reiß-mich-um"" in relation to ""Schnaps"" suggest it's more about the context or action associated with consuming alcohol rather than the act of drinking (trinken), feeling thirsty (Durst), or the beverage (Getränk) itself.

Therefore, considering the definition and its association with a specific type of alcoholic drink but not directly fitting into trinken (the act of drinking), Durst (thirst), or Getränk (beverage), it seems to fall under a broader or different category. However, given that ""Reiß-mich-um"" is described in relation to Schnaps and considering the closest match based on provided examples, we might lean towards categorizing terms related to alcoholic beverages or their consumption under specific categories if directly applicable.

Given the direct reference to an alcoholic beverage (Schnaps), one might argue it's closely related to ""Getränk"" since Schnaps is a type of drink. However, without a clear indication that ""Reiß-mich-um"" itself refers to a drink or the act of drinking directly and based on the structure of provided examples where terms are categorized by their direct meaning or association:

The most fitting category, considering it's for Schnaps (a type of alcoholic beverage), would be **Getränk**, as it's the closest in relation to types of drinks or beverages.

Answer: **Getränk**"
"PR01306"	"Reiß-mischung"	"Substantiv"	"sehr saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR01532"	"Rhabarber-wein"	"Substantiv"	"Wein aus Rhabarber"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR01551"	"Rhein-wasser"	"Substantiv"	"scherzhafte Bezeichnung des Ludwigshafener Biers"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PR01691"	"Riesling-wein"	"Substantiv"	"Wein aus Riesling"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR01866"	"Rippes"	"Substantiv"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR01901"	"Risser"	"Substantiv"	"neuer, noch gärender Wein mit prickelndem Geschmack"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR02375"	"Rot-wein"	"Substantiv"	"Rotwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PR02699"	"Rülps-wasser"	"Substantiv"	"Sprudelwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk"	"Getränk"
"PR02704"	"Rum"	"Substantiv"	"Rum"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PR02776"	"Runde"	"Substantiv"	"von einem Teilnehmer einer Gesellschaft gestiftetes Getränk"	"Getränk"	"Getränk"	"Getränk"
"PR02804"	"Rundung"	"Substantiv"	"von einem Teilnehmer einer Gesellschaft gestiftetes Getränk"	"Getränk"	"Getränk"	"Getränk"
"PS00092"	"Säckels-brühe"	"Substantiv"	"schlechter, saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS00099"	"Säcker, Säckert"	"Substantiv"	"geringwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS00125"	"Säcker-wein"	"Substantiv"	"aus Trestern gewonnener Wein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS00181"	"Saft"	"Substantiv"	"als Getränk, Heilmittel zubereiteter Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk"	"Getränk"
"PS00576"	"Sand-wein"	"Substantiv"	"Wein, der auf Sandboden wächst"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS00823"	"Sauer-ampfel, -ampfer, -ämpferich"	"Substantiv"	"saurer, minderwertiger, schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS00824"	"Sauerampfel-brühe"	"Substantiv"	"saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS00860"	"Sauer-milch"	"Substantiv"	"geronnene (ungekochte) Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk"	"Getränk"
"PS00902"	"Saufens"	"Substantiv"	"Getränk, Trinkvorrat"	"Getränk"	"Getränk"	"Getränk"
"PS00946"	"Sauf-zeug"	"Substantiv"	"Getränke"	"Getränk"	"Getränk"	"Getränk"
"PS00963"	"Sau-gesüff"	"Substantiv"	"minderwertiger, schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS01118"	"Saurach"	"Substantiv"	"saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS01303"	"Schächer"	"Substantiv"	"Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PS01466"	"Schafs-milch, Schaf-milch"	"Substantiv"	"Schafsmilch, Schafmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk"	"Getränk"
"PS01637"	"Schamas"	"Substantiv"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS01660"	"Schampanjer Champagner, Schampanjer"	"Substantiv"	"Schaumwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"	"Getränk"	"Getränk"
"PS01666"	"Schampus"	"Substantiv"	"Schaumwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"	"Getränk"	"Getränk"
"PS02326"	"Schiefer"	"Substantiv"	"guter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS02339"	"Schiefer-wein"	"Substantiv"	"minderwertiger Wein aus schieferigem Boden"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS02433"	"Schilcher"	"Substantiv"	"blaßroter, geringer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS02455"	"Schilkser"	"Substantiv"	"geringer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS02610"	"Schlabber-brühe"	"Substantiv"	"schlechtes, fades Getränk"	"Getränk"	"Getränk"	"Getränk"
"PS02621"	"Schlabber-milch"	"Substantiv"	"geronnene Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk"	"Getränk"
"PS02742"	"Schlaf-trunk"	"Substantiv"	"Trunk vor dem Schlafengehen"	"Getränk"	"Getränk"	"Getränk"
"PS02826"	"Schlamper, Schlämper"	"Substantiv"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS03076"	"Schleh-branntwein"	"Substantiv"	"aus Schlehen hergestellter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PS03089"	"Schleh-schnaps"	"Substantiv"	"aus Schlehen hergestellter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PS03107"	"Schleich-wein"	"Substantiv"	"mit Hefe durchsetzter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS03336"	"Schlingel"	"Substantiv"	"schlechter, minderwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS03349"	"Schlinken-putzer"	"Substantiv"	"schlechter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PS03438"	"Schloriampels-brühe"	"Substantiv"	"schales, fades Getränk, dünner Kaffee"	"Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"	"Getränk"
"PS03439"	"Schlorum"	"Substantiv"	"Kaffee; schaler, dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"	"Getränk"
"PS03440"	"Schlorum-bier"	"Substantiv"	"eine Biersorte"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PS03619"	"Schlüsselblumen-tee"	"Substantiv"	"Tee aus den Blüten der Schlüsselblume"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk"	"Getränk"
"PS03951"	"Schmisser"	"Substantiv"	"trockener, harter Wein, der einen umwirft"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS03987"	"Schmoras"	"Substantiv"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"	"Getränk"
"PS04193"	"Schnalzer"	"Substantiv"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS04243"	"Schnaps"	"Substantiv"	"Getränk mit hohem Alkoholanteil"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PS04261"	"Schnaps-gepfetze"	"Substantiv"	"Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PS04351"	"Schnaubian"	"Substantiv"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PS04675"	"Schnips"	"Substantiv"	"ein Gläschen Schnaps oder einfachen Kornbranntweins"	"Trinken.Alkohol_trinken"	"Getränk"	"Getränk"
"PS04715"	"Schnitt-wein"	"Substantiv"	"Wein aus der letzten Mostpressung"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS04720"	"Schnitz-brühe"	"Substantiv"	"Wasser, in dem Apfel- oder Birnenstücke gekocht wurden"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk"	"Getränk"
"PS04896"	"Schnurr-gückel"	"Substantiv"	"Tresterwein, Haustrunk, minderwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS04953"	"Schockele-majem"	"Substantiv"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"	"Getränk"
"PS04979"	"Schoker"	"Substantiv"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"	"Getränk"
"PS04986"	"Schokolade"	"Substantiv"	"Süßigkeit aus Kakao, Milch und Zucker"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao"	"Getränk"	"Getränk"
"PS05072"	"Schoppen-wein"	"Substantiv"	"in Schoppen (vom Faß) ausgeschenkter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS05097"	"Schorle"	"Substantiv"	"Wein und Mineralwasser (meist) je zur Hälfte vermischt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk"	"Getränk"
"PS05098"	"Schorle-morle"	"Substantiv"	"Wein und Mineralwasser (meist) je zur Hälfte vermischt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk"	"Getränk"
"PS05365"	"Schröpf-kopf"	"Substantiv"	"kleines Fäßchen mit Wein oder Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk"	"Getränk"
"PS05855"	"Schüssel-milch"	"Substantiv"	"Milch, die in einer flachen Schüssel entrahmt wurde"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk"	"Getränk"
"PS05893"	"Schüttel-riesling"	"Substantiv"	"Apfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS06719"	"Sechel"	"Substantiv"	"ein Glas Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PS06825"	"Seelen-wärmer, Seel-"	"Substantiv"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PS06969"	"Seifen-brühe"	"Substantiv"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS07106"	"Sekt"	"Substantiv"	"Schaumwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"	"Getränk"	"Getränk"
"PS07167"	"Selters-wasser, Selzer-"	"Substantiv"	"Mineral-, Sprudelwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk"	"Getränk"
"PS07599"	"Silven-wein"	"Substantiv"	"Wein aus Silvanertrauben"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS07695"	"Sirup"	"Substantiv"	"Sirup"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk"	"Getränk"
"PS07765"	"Soda-wasser"	"Substantiv"	"kohlensäurehaltiges Mineralwasser, Sprudel"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk"	"Getränk"
"PS08119"	"Soruf"	"Substantiv"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PS08372"	"Spät-lese"	"Substantiv"	"Wein aus spät geernteten Trauben, Wein höherer Qualitätsstufe"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS08583"	"Speicher-kaffee"	"Substantiv"	"Kaffee-Ersatz aus geröstetem Getreide"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk"	"Getränk"
"PS08731"	"Sperben-wein"	"Substantiv"	"Wein aus Früchten des Speierling oder mit Speierlingzusatz"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS09049"	"Spitzbohnen-kaffee"	"Substantiv"	"Kaffee-Ersatz aus Gerste, Roggen, Malz u.ä."	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk"	"Getränk"
"PS09112"	"Spitzen-wein"	"Substantiv"	"besonders guter, hervorragender Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS09411"	"Sprit"	"Substantiv"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS09417"	"Spritzel-wasser"	"Substantiv"	"Mineralwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk"	"Getränk"
"PS09424"	"Spritzer"	"Substantiv"	"mit Sodawasser gemischter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk"	"Getränk"
"PS09465"	"Sprudel"	"Substantiv"	"kohlensäurehaltiges Trinkwasser, Mineralwasser, Kurgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk"	"Getränk"
"PS09496"	"Sprutzel-wasser"	"Substantiv"	"Mineralwasser mit Kohlensäure"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk"	"Getränk"
"PS09547"	"Spül-wasser"	"Substantiv"	"dünnes, fades Getränk"	"Getränk"	"Getränk"	"Getränk"
"PS09548"	"Spülwasser-brühe"	"Substantiv"	"dünnes, fades Getränk"	"Getränk"	"Getränk"	"Getränk"
"PS09663"	"Stachelbeer-wein"	"Substantiv"	"Obstwein aus Stachelbeeren"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS10051"	"Stark-bier"	"Substantiv"	"eine Biersorte mit besonders viel Stammwürze"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PS10292"	"Steh-schoppen"	"Substantiv"	"vor dem Heimgehen an der Theke der Wirtschaft getrunkenes Getränk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk"	"Getränk"
"PS10654"	"Sternen-bier, Stern-bier"	"Substantiv"	"Bier aus einem Gasthaus Zum Sternmit früherer eigener Brauerei"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PS10768"	"Stich-wein"	"Substantiv"	"Wein mit einem Essigstich"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS10768"	"Stich-wein"	"Substantiv"	"der Wein eines vorzüglichen Jahrganges"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS11136"	"Stoff, Stuft"	"Substantiv"	"alkoholisches Getränk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk"	"Getränk"
"PS11275"	"Storchen-bier"	"Substantiv"	"Bier der Storchenbrauerei in Speyer"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PS11336"	"Storzen"	"Substantiv"	"ein Bier- oder Weinrest"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS11348"	"Stößel-wein"	"Substantiv"	"Wein aus unreifen, zerstampften Trauben"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PS11375"	"Stoß-milch"	"Substantiv"	"Buttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk"	"Getränk"
"PS12401"	"Stuten-milch"	"Substantiv"	"Pferdemilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk"	"Getränk"
"PS12465"	"Suckel"	"Substantiv"	"schwacher Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"	"Getränk"
"PS12473"	"Suckels-brühe"	"Substantiv"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"	"Getränk"
"PS12488"	"Sudel-bier"	"Substantiv"	"abgestandenes Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PS12489"	"Sudel-brühe"	"Substantiv"	"Getränk von schlechter, dünner Qualität, Gesöff (Wein Bier Kaffee)"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"	"Getränk"
"PS12520"	"Suff"	"Substantiv"	"(schlechtes, fades) Getränk"	"Getränk"	"Getränk"	"Getränk"
