"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"	"Konzept_gemappt"
"PG00215"	"Gamaschen-wasser"	"Substantiv"	"-"	"Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PG00294"	"Gänsefüßer-wein"	"Substantiv"		"Wein aus Gänsefüßertrauben hergestellt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PG00355"	"Gänse-wein"	"Substantiv"	"-"	"Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PG00486"	"Gartenhäusel-trauben"	"Substantiv"	"-"	"wilder Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PG00743"	"Gauls-, Gäuls-milch"	"Substantiv"	"-"	"Stutenmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"PG00886"	"Gebirgs-wein"	"Substantiv"	"-"	"Gebirgswein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PG00935"	"Ge-bruttel"	"Substantiv"	2	"Kaffeegetränk, in dem Rückstände schwimmen"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"kein_Trinken"
"PG01375"	"Geißen-milch, Geiß-milch"	"Substantiv"	1	"Ziegenmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"PG01528"	"Ge-lapper"	"Substantiv"	"x"	"Sauermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PG01529"	"Ge-läpper"	"Substantiv"	"-"	"häufiges Trinken"	"Trinken.Häufig_lange_trinken"	"Getränk"
"PG01867"	"ge-nehmigen"	"Verb"	"-"	"sich einen Schoppen Wein, einen Schnaps genehmigen"	"Trinken.Alkohol_trinken"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Trinken.Alkohol_trinken"
"PG01943"	"Ge-plämpels"	"Substantiv"	"-"	"Apfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PG02180"	"Gersten-brühe"	"Substantiv"	"-"	"Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PG02187"	"Gersten-kaffee"	"Substantiv"	"-"	"Kaffeeersatz aus gerösteten Gerstenkörnern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"
"PG02499"	"Gesinde-wein, Gesind-wein"	"Substantiv"	"-"	"minderwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PG02505"	"Ge-söff, -söffs, Ge-süff, -süffs"	"Substantiv"	1	"schlechtes, minderwertiges Getränk"	"Getränk"	"Getränk"
"PG02505"	"Ge-söff, -söffs, Ge-süff, -süffs"	"Substantiv"	2	"Getränk"	"Getränk"	"Getränk"
"PG02609"	"Gesundheits-tee"	"Substantiv"	"-"	"Tee von Heilkräutern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PG02634"	"Ge-tränk"	"Substantiv"	1	"Getränk für den Menschen"	"Getränk"	"Getränk"
"PG02934"	"Gichtrosen-wein"	"Substantiv"	"x"	"Wein aus Gichtrosen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PG03154"	"Glas"	"Substantiv"	"3b"	"Inhalt des Trinkglases"	"Getränk"	"kein_Trinken"
"PG03401"	"gluckeln"	"Verb"	"-"	"Schnaps trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PG03403"	"glucken"	"Verb"	2	"trinken"	"Trinken"	"Trinken"
"PG03410"	"gluckern"	"Verb"	1	"hastig trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PG03417"	"glucksen"	"Verb"	"2d'a"	"gierig und deutlich vernehmbar trinken"	"Trinken.Schnell_große_Mengen_trinken;Trinken.Geräuschvoll_trinken"	"Trinken"
"PG03529"	"Gocko"	"Substantiv"	2	"Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PG03653"	"Gori"	"Substantiv"	"2.2"	"Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PG03653"	"Gori"	"Substantiv"	"2.1"	"geringer Wein, gärender Tresterwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PG03657"	"gorzen"	"Verb"	"x1"	"trinken"	"Trinken"	"Trinken"
"PG04443"	"Grundbirnen-branntwein, Grundbirn-branntwein"	"Substantiv"	"-"	"Kartoffelschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PG04446"	"Grundbirnen-bumpes, Grundbirn-bumpes"	"Substantiv"	2	"Kartoffelschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PG04457"	"Grundbirnen-fusel, Grundbirn-fusel"	"Substantiv"	"-"	"Kartoffelschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PG04532"	"Grundbirnen-schnaps, Grundbirn-schnaps"	"Substantiv"	"-"	"Kartoffelschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PG04644"	"Grün-kopf"	"Substantiv"	"2b"	"Flaschenwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PG04677"	"Gruscheln-wein, Gruschel-wein"	"Substantiv"	"-"	"Stachelbeerwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PG04698"	"Grusselbeeren-wein, Grusselbeer-wein"	"Substantiv"	"-"	"Stachelbeerwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PG04745"	"Gückes"	"Substantiv"	2	"Branntwein, Kartoffelschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PG04745"	"Gückes"	"Substantiv"	1	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PG04783"	"Gullianer"	"Substantiv"	"-"	"minderwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH00238"	"Häfelchens-wein"	"Substantiv"	"-"	"geringerer Wein, der im irdenen Milchtopf aus dem Keller geholt wird"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH00595"	"halb-schöpperln"	"Verb"	"-"	"einen Halbschoppen nach dem anderen trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PH00710"	"Halsrosen-tee"	"Substantiv"	"-"	"Tee aus der Halsrose"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PH00784"	"Hammels-milch, Hammel-milch"	"Substantiv"	"-"	"Schafsmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"PH00898"	"Händel-stifter"	"Substantiv"	2	"starker Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH01153"	"Hannes-setz-dich"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH01178"	"Hansel, Hänsel"	"Substantiv"	"x3"	"schales Bier, Tropfbier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PH01730"	"Haupt-wein"	"Substantiv"	"-"	"Qualitätswein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PH01743"	"Haus-blume"	"Substantiv"	"-"	"geringer Wein für den täglichen Hausgebrauch"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH01768"	"Hausfriedens-bruch"	"Substantiv"	"-"	"geringer Wein für den täglichen Hausgebrauch"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH01833"	"Haus-mops"	"Substantiv"	"-"	"Wein minderer Qualität für den Hausgebrauch"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH01844"	"Haus-rebe"	"Substantiv"	"-"	"Spalierwein am Haus"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PH01887"	"Haus-trunk, -trank"	"Substantiv"	"-"	"geringer Wein für den täglichen Hausgebrauch"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH01966"	"heben"	"Verb"	"I2c"	"einen Schoppen, einen Schnaps trinken"	"Trinken.Alkohol_trinken"	"Trinken; Trinken.Alkohol_trinken"
"PH02010"	"Heckenbeeren-tee"	"Substantiv"	"-"	"Brombeerentee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"kein_Trinken"
"PH02173"	"Heidelbeeren-saft, Heidelbeer-saft"	"Substantiv"	"-"	"Heidelbeerensaft, Heidelbeersaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"kein_Trinken"
"PH02174"	"Heidelbeeren-schnaps, Heidelbeer-schnaps"	"Substantiv"	"-"	"aus Heidelbeeren gebrannter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PH02180"	"Heidelbeeren-wein, Heidelbeer-wein"	"Substantiv"	"-"	"Heidelbeerenwein, Heidelbeerwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PH02402"	"heim-tun"	"Verb"	"2c"	"sich betrinken"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"PH03353"	"Herrgotts-wein, Herrgott-wein"	"Substantiv"	"-"	"Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PH03728"	"herum-saufen"	"Verb"	"-"	"auf anderer Kosten trinken"	"Trinken"	"Trinken"
"PH03867"	"herum-trinken"	"Verb"	"-"	"reihum trinken auf jemandes Wohl"	"Trinken"	"Trinken"
"PH03873"	"Herum-trunk"	"Substantiv"		"Umtrunk"	"Trinken"	"kein_Trinken"
"PH03915"	"herum-zipfeln"	"Verb"	"-"	"langsam trinken"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken"
"PH04041"	"herunter-stürzen"	"Verb"	3	"trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PH04398"	"Hick-auf"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH04458"	"Himbeeren-saft, Himbeer-saft"	"Substantiv"	1	"Saft aus Himbeeren"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PH04462"	"Himbeeren-wasser, Himbeer-wasser"	"Substantiv"	"-"	"mit Himbeerensaft gesüßtes Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PH04463"	"Himbeeren-wein, Himbeer-wein"	"Substantiv"	"-"	"Wein aus Himbeeren oder Brombeeren"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH04545"	"Himmels-wein"	"Substantiv"	"-"	"himmlischer Wein (im Kinderspiel)"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH04921"	"hinein-schlurpsen"	"Verb"	2	"schlürfend trinken"	"Trinken.Geräuschvoll_trinken"	"Trinken"
"PH05378"	"hinunter-bürsten"	"Verb"	"-"	"trinken"	"Trinken"	"Trinken"
"PH05379"	"hinunter-drehen"	"Verb"	2	"trinken"	"Trinken"	"Trinken"
"PH05394"	"hinunter-gießen"	"Verb"	"-"	"trinken"	"Trinken"	"Trinken"
"PH05396"	"hinunter-gluckern"	"Verb"	"-"	"trinken"	"Trinken"	"Trinken"
"PH05402"	"hinunter-jagen"	"Verb"	"-"	"rasch trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PH05411"	"hinunter-läppern"	"Verb"	"-"	"schlürfend trinken"	"Trinken.Geräuschvoll_trinken"	"Trinken"
"PH05414"	"hinunter-leeren"	"Verb"	"-"	"trinken"	"Trinken.Austrinken"	"Trinken"
"PH05440"	"hinunter-schlenkern"	"Verb"	"-"	"schnell trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PH05444"	"hinunter-schlückern"	"Verb"	"-"	"trinken"	"Trinken"	"Trinken"
"PH05447"	"hinunter-schlurpsen"	"Verb"	"-"	"trinken"	"Trinken"	"Trinken"
"PH05451"	"hinunter-schütten"	"Verb"	2	"schnell trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PH05461"	"hinunter-stürzen"	"Verb"	2	"trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PH05861"	"Hochzeits-wein, Hochzeit-wein"	"Substantiv"	"-"	"Wein für das Hochzeitsfest"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH05992"	"Hohen-astheimer"	"Substantiv"	1	"Apfel- oder Birnenwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PH05992"	"Hohen-astheimer"	"Substantiv"	2	"gepanschter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH06079"	"Holderbeeren-wein"	"Substantiv"	"-"	"Wein aus Holunderbeeren"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH06081"	"Holderblüten-tee, Holunderblüten-"	"Substantiv"	"-"	"Tee aus Holunderblüten"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PH06092"	"Holder-saft"	"Substantiv"	"-"	"Saft aus Holunderbeeren"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PH06176"	"Holzapfel-brühe"	"Substantiv"		"saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH06407"	"Honig-likör"	"Substantiv"	"-"	"Likör, mit Honig gesüßt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PH06408"	"Honig-limonade"	"Substantiv"	"-"	"mit Honig gesüßte Limonade"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"
"PH06423"	"Honig-schnaps"	"Substantiv"	"-"	"mit Honig gesüßter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PH06433"	"Honig-wasser"	"Substantiv"	"-"	"mit Honig gesüßtes Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PH06435"	"Honig-wein"	"Substantiv"	"-"	"Perlwein aus Wasser, Honig und Hefe"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"
"PH07546"	"Husaren-kaffee"	"Substantiv"	"-"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PH07666"	"Hutzel-brühe"	"Substantiv"	"2b"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PH07666"	"Hutzel-brühe"	"Substantiv"		"süßer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PH07684"	"Hypotheken-tilger"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PI00066"	"illuminieren"	"Verb"	"-"	"sich betrinken"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"PI00290"	"Item-wein"	"Substantiv"	"-"	"Wein, der bei der Versteigerung von Grundstücken ausgegeben wird"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PI00306"	"itzen"	"Verb"	"x"	"trinken"	"Trinken"	"Trinken"
"PJ00026"	"Jagd-fäßchen"	"Substantiv"	"-"	"kleines Fäßchen mit Wein, das man auf die Jagd mitnimmt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PJ00101"	"Jakob"	"Substantiv"	"2e"	"Apfelwein minderer Sorte, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PJ00111"	"Jakob-setz-dich"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PJ00156"	"Jankes"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PJ00223"	"Jekuff"	"Substantiv"	"-"	"Umtrunk, das sich Zutrinken"	"Trinken"	"kein_Trinken"
"PJ00310"	"Johannisbeer-wein"	"Substantiv"	"-"	"Wein aus Johannisbeeren"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PJ00352"	"Johannistrauben-saft"	"Substantiv"	"-"	"Saft aus Johannisbeeren"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PJ00355"	"Johannistrauben-wasser"	"Substantiv"	"-"	"Wasser mit Johannisbeerensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PJ00356"	"Johannistrauben-wein"	"Substantiv"	"-"	"Johannisbeerwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PJ00363"	"Johann-Jakob"	"Substantiv"	"2c"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PJ00371"	"Johann-Peter"	"Substantiv"	"2e"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PJ00385"	"Joli"	"Substantiv"	"-"	"Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PJ00431"	"juckeln"	"Verb"	"I1a'd"	"in kleinen Schlucken trinken"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken"
"PJ00569"	"Jungfern-wein, Jungfer-wein"	"Substantiv"	"-"	"der aus den ersten Trauben eines neuangelegten Wingerts gewonnene Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PK00014"	"kacheln"	"Verb"	"-"	"viel trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PK00043"	"Kaffee"	"Substantiv"	"1.2"	"Getränk aus Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PK00043"	"Kaffee"	"Substantiv"	"1.3b"	"Nachmittagskaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PK00043"	"Kaffee"	"Substantiv"	"1.1b'a"	"Kaffee-Ersatz verschiedener Art"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PK00052"	"Kaffee-brühe"	"Substantiv"	"-"	"dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PK00053"	"Kaffee-bruttel"	"Substantiv"	"-"	"Kaffeebrühe"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"kein_Trinken"
"PK00062"	"Kaffee-geschlapper"	"Substantiv"	"-"	"das Kaffeetrinken"	"Trinken"	"kein_Trinken"
"PK00066"	"Kaffee-hunger"	"Substantiv"	"-"	"großes Verlangen nach Kaffee"	"Durst"	"kein_Trinken"
"PK00080"	"Kaffee-milch"	"Substantiv"	"-"	"Milch für den Kaffee"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PK00105"	"Kaffee-trinken"	"Substantiv"	2	"Nachmittagskaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Trinken"	"kein_Trinken"
"PK00181"	"Kakao"	"Substantiv"	"-"	"Kakao"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao"
"PK00187"	"Kälbchens-käse"	"Substantiv"	"x"	"erste Milch nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PK00762"	"Karst"	"Substantiv"	2	"Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK00763"	"Karst-anis"	"Substantiv"	"-"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK00764"	"Karst-ausgemachter"	"Substantiv"	"-"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK00772"	"Karsten-wasser, Karst-wasser"	"Substantiv"	"-"	"Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PK01068"	"Kathreiner-brühe"	"Substantiv"	"-"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PK01779"	"Kikerikik, Kikeres, Kikeriki, Kikeres"	"Substantiv"	3	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PK01996"	"Kippen"	"Substantiv"	3	"Rest im Bierglas"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"kein_Trinken"
